DiseaseID	GeneID  AssociatedGenes	RelatedGenes	ConceptID	DiseaseName	SourceName	DiseaseMIM	LastUpdated
MONDO:0044319	OTUD6B		C4479520	Intellectual developmental disorder with dysmorphic facies, seizures, and distal limb anomalies	MONDO	617452.0	Jun 20 2017
MONDO:0044320	HK1		C4479526	Retinitis pigmentosa 79	MONDO	617460.0	Jun 20 2017
MONDO:0044321	TMEM260		C4479549	Structural heart defects and renal anomalies syndrome	MONDO	617478.0	Jun 20 2017
MONDO:0044322	SLC45A1		C4479636	Intellectual developmental disorder with neuropsychiatric features	MONDO	617532.0	Jan 22 2021
MONDO:0044323	H1-4		C4479637	Rahman syndrome	MONDO	617537.0	Jan 22 2021
MONDO:0044324	CDK10		C4540156	Al Kaissi syndrome	MONDO	617694.0	Jan 22 2021
MONDO:0044325	RFWD3		C4521564	Fanconi anemia, complementation group W	MONDO	617784.0	Jan 22 2021
MONDO:0044326	DHDDS		C4693376	Developmental delay and seizures with or without movement abnormalities	MONDO	617836.0	Jan 22 2021
MONDO:0044327	LRP5		C4693479	Polycystic liver disease 4 with or without kidney cysts	MONDO	617875.0	Jan 22 2021
MONDO:0044328	INTU		C4693616	Short-rib thoracic dysplasia 20 with polydactyly	MONDO	617925.0	Jan 22 2021
MONDO:0044329	TENT5A		C4693736	Osteogenesis imperfecta, type 18	MONDO	617952.0	Apr 17 2020
MONDO:0044330	ATAD1		C4693933	Hyperekplexia 4	MONDO	618011.0	Jan 22 2021
MONDO:0044348		HBA1	C0019045	Hemoglobinopathy	MONDO		16 Feb 2016
MONDO:0044634	EXOSC2		C4540367	Retinitis pigmentosa-hearing loss-premature aging-short stature-facial dysmorphism syndrome	MONDO	617763.0	Apr 17 2020
MONDO:0044646	TBCD		C4310671	Early-onset progressive diffuse brain atrophy-microcephaly-muscle weakness-optic atrophy syndrome	MONDO	617193.0	Apr 19 2022
MONDO:0044660	HTR1A		C3553418	Menstrual cycle-dependent periodic fever	MONDO	614674.0	Apr 19 2022
MONDO:0044696	TRAPPC12		C4540059	Early-onset progressive encephalopathy-hearing loss-pons hypoplasia-brain atrophy syndrome	MONDO	617669.0	Apr 17 2020
MONDO:0044700	SIN3A		C4310804	SIN3A-related intellectual disability syndrome due to a point mutation	MONDO	613406.0	Apr 19 2022
MONDO:0044701	UBTF		C4540086	Childhood-onset motor and cognitive regression syndrome with extrapyramidal movement disorder	MONDO	617672.0	Apr 17 2020
MONDO:0044702	GPRASP2		C4746975	X-linked external auditory canal atresia-dilated internal auditory canal-facial dysmorphism syndrome	MONDO	301018.0	Apr 17 2020
MONDO:0044714	MSTO1		C4540096	Mitochondrial myopathy-cerebellar ataxia-pigmentary retinopathy syndrome	MONDO	617675.0	Apr 17 2020
MONDO:0044718	ACER3		C4540358	Alkaline ceramidase 3 deficiency	MONDO	617762.0	Apr 17 2020
MONDO:0044721	LAT		C4479588	Severe combined immunodeficiency due to LAT deficiency	MONDO	617514.0	Apr 19 2022
MONDO:0044723	HTRA2		C4310650	3-methylglutaconic aciduria type 8	MONDO	617248.0	Apr 19 2022
MONDO:0044724	TIMM50		C4540171	3-methylglutaconic aciduria type 9	MONDO	617698.0	Apr 22 2020
MONDO:0044725	GINS1		C4693356	Combined immunodeficiency due to GINS1 deficiency	MONDO	617827.0	Apr 17 2020
MONDO:0044726	SLC30A9		C4539828	Psychomotor regression-oculomotor apraxia-movement disorder-nephropathy syndrome	MONDO	617595.0	Apr 19 2022
MONDO:0044738	YY1		C4479652	Gabriele de Vries syndrome	MONDO	617557.0	Apr 22 2020
MONDO:0044744		KLKB1	C0272339	Prekallikrein deficiency	MONDO		16 Feb 2016
MONDO:0044749		CACNA1F	CN043584	X-linked congenital stationary night blindness	MONDO		19 Apr 2022
MONDO:0044776	MCM8		C4225402	Premature ovarian failure 10	MONDO	612885.0	Aug 24 2016
MONDO:0044777	GDF9		C4693941	Premature ovarian failure 14	MONDO	618014.0	Jan 22 2021
MONDO:0044792	HRAS		C1842036	Large congenital melanocytic nevus	MONDO	137550.0	Apr 17 2020
MONDO:0044903	CALR		C0001815	Myelofibrosis	MONDO	254450.0	Feb 16 2016
MONDO:0044970	MT-ND1		C0751651	Mitochondrial disease	MONDO		Oct 29 2021
MONDO:0045022		ACAT1	C1263739	Disorder of organic acid metabolism	MONDO		16 Feb 2016
MONDO:0049221	ARR3		C4538795	Myopia 26, X-linked, female-limited	MONDO	301010.0	Jan 22 2021
MONDO:0049222	STEEP1		C4692652	Intellectual disability, X-linked 107	MONDO	301013.0	Jun  7 2021
MONDO:0049223	MBTPS2		C4746956	Osteogenesis imperfecta, type 19	MONDO	301014.0	Apr 17 2020
MONDO:0054549	PEX3		C4479254	Peroxisome biogenesis disorder 10B	MONDO	617370.0	Apr 19 2022
MONDO:0054550	COL2A1		C4551562	Avascular necrosis of femoral head, primary, 1	MONDO	608805.0	Sep 30 2021
MONDO:0054551	TRPV4		C4479260	Avascular necrosis of femoral head, primary, 2	MONDO	617383.0	Jun 20 2017
MONDO:0054559	COG2		C4479353	Congenital disorder of glycosylation, type IIq	MONDO	617395.0	Sep  2 2021
MONDO:0054560	RMRP		C4551965	Anauxetic dysplasia 1	MONDO	607095.0	Jul  2 2017
MONDO:0054561	POP1		C4479357	Anauxetic dysplasia 2	MONDO	617396.0	Jun 20 2017
MONDO:0054565	DYNLT2B		C4479416	Short-rib thoracic dysplasia 17 with or without polydactyly	MONDO	617405.0	Jun 20 2017
MONDO:0054573	HTT		C4479491	Lopes-Maciel-Rodan syndrome	MONDO	617435.0	Nov 26 2017
MONDO:0054577	FLI1		C4479515	Bleeding disorder, platelet-type, 21	MONDO	617443.0	Jun 20 2017
MONDO:0054581	SALL1		C4551481	Townes-Brocks syndrome 1	MONDO	107480.0	Oct  9 2017
MONDO:0054582	DACT1		C4479534	Townes-Brocks syndrome 2	MONDO	617466.0	Jun 21 2017
MONDO:0054588	PPP1CB		C4479577	Noonan syndrome-like disorder with loose anagen hair 2	MONDO	617506.0	Jun 20 2017
MONDO:0054591	PSMD12		C4479599	Stankiewicz-Isidor syndrome	MONDO	617516.0	Jun 20 2017
MONDO:0054593	WDFY3		C4479608	Microcephaly 18, primary, autosomal dominant	MONDO	617520.0	Jun 20 2017
MONDO:0054601	CDH23		C4539685	Pituitary adenoma 5, multiple types	MONDO	617540.0	Jan 22 2021
MONDO:0054602	DCC		C4479640	Gaze palsy, familial horizontal, with progressive scoliosis, 2	MONDO	617542.0	Dec 15 2021
MONDO:0054615	DNAH1		C4539783	Spermatogenic failure 18	MONDO	617576.0	Jan 22 2021
MONDO:0054636	WDR26		C4539927	Skraban-Deardorff syndrome	MONDO	617616.0	Jan 22 2021
MONDO:0054637	SHOC2		C4478716	Noonan syndrome-like disorder with loose anagen hair 1	MONDO	607721.0	Nov 26 2017
MONDO:0054654	MRPS34		C4540029	Combined oxidative phosphorylation deficiency 32	MONDO	617664.0	Feb 25 2019
MONDO:0054665	GNAS		C4540135	Pituitary adenoma 3, multiple types	MONDO	617686.0	Jan 22 2021
MONDO:0054666	SOHLH1		C4540141	Ovarian dysgenesis 5	MONDO	617690.0	Jan 22 2021
MONDO:0054669	TBC1D23		C4540164	Pontocerebellar hypoplasia, type 11	MONDO	617695.0	Jan 22 2021
MONDO:0054677	C1QBP		C4540209	Combined oxidative phosphorylation deficiency 33	MONDO	617713.0	Feb 25 2019
MONDO:0054680	CANT1		C4540251	Epiphyseal dysplasia, multiple, 7	MONDO	617719.0	Jan 22 2021
MONDO:0054691	IRF2BP2		C4540380	Immunodeficiency, common variable, 14	MONDO	617765.0	Jan 22 2021
MONDO:0054695	MAP3K20		C4540345	Myopathy, centronuclear, 6, with fiber-type disproportion	MONDO	617760.0	Jan 22 2021
MONDO:0054696	RELB		C4539811	Immunodeficiency 53	MONDO	617585.0	Jan 22 2021
MONDO:0054697	CARD11		C4539957	Immunodeficiency 11b with atopic dermatitis	MONDO	617638.0	Jan 22 2021
MONDO:0054698	PSMB8		C4746851	Proteasome-associated autoinflammatory syndrome 1	MONDO	256040.0	Mar 13 2020
MONDO:0054699	PSMB4		C4747850	Proteasome-associated autoinflammatory syndrome 3	MONDO	617591.0	Jan 22 2021
MONDO:0054700	POMP		C4747989	Proteasome-associated autoinflammatory syndrome 2	MONDO	618048.0	Jan 22 2021
MONDO:0054701	KMT2C		C4540395	Kleefstra syndrome 2	MONDO	617768.0	Jan  2 2020
MONDO:0054708	IFT140		C4540439	Retinitis pigmentosa 80	MONDO	617781.0	Mar  8 2019
MONDO:0054716	COPB2		C4540488	Microcephaly 19, primary, autosomal recessive	MONDO	617800.0	Jan 22 2021
MONDO:0054722	LTBP3		C4540511	Geleophysic dysplasia 3	MONDO	617809.0	Jan 22 2021
MONDO:0054723	CFAP43		C4539818	Spermatogenic failure 19	MONDO	617592.0	Jan 22 2021
MONDO:0054724	CFAP44		C4539824	Spermatogenic failure 20	MONDO	617593.0	Jan 22 2021
MONDO:0054725	BRDT		C4539991	Spermatogenic failure 21	MONDO	617644.0	Jan 22 2021
MONDO:0054726	MEIOB		C4540179	Spermatogenic failure 22	MONDO	617706.0	Jan 22 2021
MONDO:0054727	TEX14		C4540185	Spermatogenic failure 23	MONDO	617707.0	Jan 22 2021
MONDO:0054728	CFAP69		C4693751	Spermatogenic failure 24	MONDO	617959.0	Jan 22 2021
MONDO:0054729	TEX15		C4693765	Spermatogenic failure 25	MONDO	617960.0	Jan 22 2021
MONDO:0054730	TSGA10		C4693773	Spermatogenic failure 26	MONDO	617961.0	Jan 22 2021
MONDO:0054731	AK7		C4693784	Spermatogenic failure 27	MONDO	617965.0	Jan 22 2021
MONDO:0054732	FANCM		C4748117	Spermatogenic failure 28	MONDO	618086.0	Jan 22 2021
MONDO:0054733	SPINK2		C4748142	Spermatogenic failure 29	MONDO	618091.0	Sep 21 2018
MONDO:0054736	TRIP13		C4539839	Mosaic variegated aneuploidy syndrome 3	MONDO	617598.0	Aug 16 2017
MONDO:0054737	FRAS1		C4551480	Fraser syndrome 1	MONDO	219000.0	Jan 25 2020
MONDO:0054738	FREM2		C4540036	Fraser syndrome 2	MONDO	617666.0	Jan 22 2021
MONDO:0054739	GRIP1		C4540040	Fraser syndrome 3	MONDO	617667.0	Jan 22 2021
MONDO:0054740	CDH1		C4551988	Blepharocheilodontic syndrome 1	MONDO	119580.0	Dec 28 2019
MONDO:0054741	MRPS7		C4693450	Combined oxidative phosphorylation deficiency 34	MONDO	617872.0	Feb 25 2019
MONDO:0054742	TRIT1		C4693466	Combined oxidative phosphorylation deficiency 35	MONDO	617873.0	Feb 25 2019
MONDO:0054743	ALG8		C4693472	Polycystic liver disease 3 with or without kidney cysts	MONDO	617874.0	Jan 22 2021
MONDO:0054748	BRCA1		C4554406	Fanconi anemia, complementation group S	MONDO	617883.0	Jan 22 2021
MONDO:0054750	NEK1		C4693523	Amyotrophic lateral sclerosis, susceptibility to, 24	MONDO	617892.0	Jan 22 2021
MONDO:0054752	GDF6		C4693531	Multiple synostoses syndrome 4	MONDO	617898.0	Jan 22 2021
MONDO:0054754	TBK1		C4693542	Encephalopathy, acute, infection-induced (herpes-specific), susceptibility to, 8	MONDO	617900.0	Jan 22 2021
MONDO:0054761	KIF14		C4693572	Microcephaly 20, primary, autosomal recessive	MONDO	617914.0	Jan 22 2021
MONDO:0054763	REPS1		C4693583	Neurodegeneration with brain iron accumulation 7	MONDO	617916.0	Jan 22 2021
MONDO:0054764	CRAT		C4693587	Neurodegeneration with brain iron accumulation 8	MONDO	617917.0	Jan 22 2021
MONDO:0054765	GPNMB		C4554421	Amyloidosis, primary localized cutaneous, 3	MONDO	617920.0	Jan 22 2021
MONDO:0054770	IFT57		C4693651	Orofaciodigital syndrome 18	MONDO	617927.0	Apr 17 2020
MONDO:0054771	TUBA3D		C4693660	Keratoconus 9	MONDO	617928.0	Jan 22 2021
MONDO:0054776	SCN3A		C4693694	Epilepsy, familial focal, with variable foci 4	MONDO	617935.0	Jan 11 2020
MONDO:0054780	SPTB		C1866810	Elliptocytosis 3	MONDO	617948.0	Apr 17 2016
MONDO:0054781	MRPS2		C4693722	Combined oxidative phosphorylation deficiency 36	MONDO	617950.0	Feb 25 2019
MONDO:0054782	EPRS1		C4693733	Leukodystrophy, hypomyelinating, 15	MONDO	617951.0	Jan 22 2021
MONDO:0054785	PMPCB		C4693741	Multiple mitochondrial dysfunctions syndrome 6	MONDO	617954.0	Jan 22 2021
MONDO:0054791	TMEM106B		C4693779	Leukodystrophy, hypomyelinating, 16	MONDO	617964.0	Jan 22 2021
MONDO:0054794	WDR81		C4747885	Hydrocephalus, congenital, 3, with brain anomalies	MONDO	617967.0	Jan 22 2021
MONDO:0054801	HBB		C4693822	Erythrocytosis, familial, 6	MONDO	617980.0	Apr 19 2022
MONDO:0054802	HBA1		C4693823	Erythrocytosis, familial, 7	MONDO	617981.0	Jan 22 2021
MONDO:0054804	NCAPD2		C4693831	Microcephaly 21, primary, autosomal recessive	MONDO	617983.0	Jan 22 2021
MONDO:0054805	NCAPD3		C4693834	Microcephaly 22, primary, autosomal recessive	MONDO	617984.0	Jan 22 2021
MONDO:0054806	NCAPH		C4693843	Microcephaly 23, primary, autosomal recessive	MONDO	617985.0	Jan 22 2021
MONDO:0054813	AEBP1		C4693870	Ehlers-Danlos syndrome, classic-like, 2	MONDO	618000.0	Sep  2 2021
MONDO:0054817	AIMP2		C4693912	Leukodystrophy, hypomyelinating, 17	MONDO	618006.0	Jan 22 2021
MONDO:0054831	DPF2		C4747954	Coffin-Siris syndrome 7	MONDO	618027.0	Jan 22 2021
MONDO:0054832	GRHL2		C4747961	Corneal dystrophy, posterior polymorphous, 4	MONDO	618031.0	Apr 19 2022
MONDO:0054833	ATP1A1		C4747974	Charcot-marie-tooth disease, axonal, type 2DD	MONDO	618036.0	Jan 22 2021
MONDO:0054835	SLC6A3		C4747621	Parkinsonism-dystonia, infantile, 1	MONDO	613135.0	Dec 30 2019
MONDO:0054836	SLC18A2		C4747991	Parkinsonism-dystonia, infantile, 2	MONDO	618049.0	Dec 30 2019
MONDO:0054837	TLK2		C4748003	Intellectual disability, autosomal dominant 57	MONDO	618050.0	Jun  7 2021
MONDO:0054838	ALPK3		C4748014	Cardiomyopathy, familial hypertrophic 27	MONDO	618052.0	Jan 22 2021
MONDO:0054842	DNAJB11		C4748044	Polycystic kidney disease 6 with or without polycystic liver disease	MONDO	618061.0	Jan 22 2021
MONDO:0054843	CFAP300		C4748052	Ciliary dyskinesia, primary, 38	MONDO	618063.0	Aug 28 2018
MONDO:0054844	EXOSC9		C4748058	Pontocerebellar hypoplasia, type 1D	MONDO	618065.0	Nov  3 2021
MONDO:0054845	PACS2		C4748070	Developmental and epileptic encephalopathy, 66	MONDO	618067.0	Jan 22 2021
MONDO:0054846	TNRC6A		C4748079	Epilepsy, familial adult myoclonic, 6	MONDO	618074.0	Jan 22 2021
MONDO:0054847	RAPGEF2		C4748080	Epilepsy, familial adult myoclonic, 7	MONDO	618075.0	Jan 22 2021
MONDO:0054849	INAVA		C4748083	Inflammatory bowel disease 29	MONDO	618077.0	Jan 22 2021
MONDO:0054850	NUP107		C4748084	Ovarian dysgenesis 6	MONDO	618078.0	Jan 22 2021
MONDO:0054852	FLG2		C4748093	Peeling skin syndrome 6	MONDO	618084.0	Jan 10 2020
MONDO:0054860	COCH		C4748162	Hearing loss, autosomal recessive 110	MONDO	618094.0	Jan  1 2022
MONDO:0054861	CAMK2A		C4748167	Intellectual disability, autosomal recessive 63	MONDO	618095.0	Apr 17 2020
MONDO:0054862	FANCM		C4748170	Premature ovarian failure 15	MONDO	618096.0	Jan 22 2021
MONDO:0054868		GUCY2C	C2939175	Meconium ileus	MONDO		16 Feb 2016
MONDO:0056797	ARHGEF2		C4479613	Neurodevelopmental disorder with midbrain and hindbrain malformations	MONDO	617523.0	Jun 20 2017
MONDO:0060455	ATP11C		C4746970	X-linked congenital hemolytic anemia	MONDO	301015.0	Apr 22 2020
MONDO:0060457	NLRP1		C4479278	Autoinflammation with arthritis and dyskeratosis	MONDO	617388.0	Jun 20 2017
MONDO:0060486	LGI4		C4479539	Arthrogryposis multiplex congenita 1, neurogenic, with myelin defect	MONDO	617468.0	Apr 19 2022
MONDO:0060489	NR5A1		C4479552	46,XX sex reversal 4	MONDO	617480.0	Jun 21 2017
MONDO:0060490	PRUNE1		C4479566	Neurodevelopmental disorder with microcephaly, hypotonia, and variable brain anomalies	MONDO	617481.0	Jun 20 2017
MONDO:0060491	GNAO1		C4479569	Neurodevelopmental disorder with involuntary movements	MONDO	617493.0	Jun 20 2017
MONDO:0060496	SPTBN4		C4479603	Neurodevelopmental disorder with hypotonia, neuropathy, and deafness	MONDO	617519.0	Apr 19 2022
MONDO:0060502	PLAA		C4479631	Neurodevelopmental disorder with progressive microcephaly, spasticity, and brain anomalies	MONDO	617527.0	Jan 22 2021
MONDO:0060507	CFAP410		C4479651	Retinal dystrophy with or without macular staphyloma	MONDO	617547.0	Jan 22 2021
MONDO:0060510	EED		C4479654	Cohen-Gibson syndrome	MONDO	617561.0	Jul 30 2017
MONDO:0060527	GSTZ1		C1291607	Maleylacetoacetate isomerase deficiency	MONDO	617596.0	Jan 22 2021
MONDO:0060532	ABL1		C4539857	Congenital heart defects and skeletal malformations syndrome	MONDO	617602.0	Jan 22 2021
MONDO:0060533	DONSON		C4539873	Microcephaly, short stature, and limb abnormalities	MONDO	617604.0	Jan 22 2021
MONDO:0060549	PBX1		C4539968	Congenital anomalies of kidney and urinary tract syndrome with or without hearing loss, abnormal ears, or developmental delay	MONDO	617641.0	Jan 22 2021
MONDO:0060550	IQCE		C4539976	Polydactyly, postaxial, type a7	MONDO	617642.0	Jan 22 2021
MONDO:0060551	KCNMA1		C4539985	Cerebellar atrophy, developmental delay, and seizures	MONDO	617643.0	Jan 22 2021
MONDO:0060554	HAAO		C4540004	Vertebral, cardiac, renal, and limb defects syndrome 1	MONDO	617660.0	Jan 22 2021
MONDO:0060555	KYNU		C4540014	Vertebral, cardiac, renal, and limb defects syndrome 2	MONDO	617661.0	Jan 22 2021
MONDO:0060556	GZF1		C4540020	Joint laxity, short stature, and myopia	MONDO	617662.0	Jan 22 2021
MONDO:0060562	LIPT2		C4540052	Encephalopathy, neonatal severe, with lactic acidosis and brain abnormalities	MONDO	617668.0	Jan 22 2021
MONDO:0060564	CLDN10		C4522164	HELIX syndrome	MONDO	617671.0	Apr  8 2021
MONDO:0060568	CHD1		C4540131	Pilarowski-Bjornsson syndrome	MONDO	617682.0	Jan 22 2021
MONDO:0060577	SARS1		C4540188	Neurodevelopmental disorder with microcephaly, ataxia, and seizures	MONDO	617709.0	Jan 22 2021
MONDO:0060578	WARS2		C4540192	Neurodevelopmental disorder, mitochondrial, with abnormal movements and lactic acidosis, with or without seizures	MONDO	617710.0	Jan 22 2021
MONDO:0060582	FDXR		C4521678	Auditory neuropathy-optic atrophy syndrome	MONDO	617717.0	Apr 17 2020
MONDO:0060583	ARPC1B		C4540232	Platelet abnormalities with eosinophilia and immune-mediated inflammatory disease	MONDO	617718.0	Jan 22 2021
MONDO:0060585	WARS1		C4540265	Neuronopathy, distal hereditary motor, type 9	MONDO	617721.0	Apr 22 2020
MONDO:0060589	TUBB6		C4540277	Facial palsy, congenital, with ptosis and velopharyngeal dysfunction	MONDO	617732.0	Jan 22 2021
MONDO:0060591	NFE2L2		C4540293	Immunodeficiency, developmental delay, and hypohomocysteinemia	MONDO	617744.0	Jan 22 2021
MONDO:0060592	TWIST1		C4540299	Sweeney-Cox syndrome	MONDO	617746.0	Jan 22 2021
MONDO:0060593	ACTN3		C3888204	Actn3 deficiency	MONDO	617749.0	Feb 24 2022
MONDO:0060596	BPTF		C4540327	Neurodevelopmental disorder with dysmorphic facies and distal limb anomalies	MONDO	617755.0	Jan 22 2021
MONDO:0060611	MTHFD1		C4540434	Combined immunodeficiency and megaloblastic anemia with or without hyperhomocysteinemia	MONDO	617780.0	Jan 22 2021
MONDO:0060621	VARS1		C4540493	Neurodevelopmental disorder with microcephaly, seizures, and cortical atrophy	MONDO	617802.0	Jan 22 2021
MONDO:0060622	DHX30		C4540496	Neurodevelopmental disorder with severe motor impairment and absent language	MONDO	617804.0	Jan 22 2021
MONDO:0060624	RAB11B		C4540498	Neurodevelopmental disorder with ataxic gait, absent speech, and decreased cortical white matter	MONDO	617807.0	Jan 22 2021
MONDO:0060627	GPAA1		C4540520	Glycosylphosphatidylinositol biosynthesis defect 15	MONDO	617810.0	Jan 22 2021
MONDO:0060629	GRIN1		C4693325	Neurodevelopmental disorder with or without hyperkinetic movements and seizures, autosomal recessive	MONDO	617820.0	Jan 22 2021
MONDO:0060631	KIAA1109		C4693347	Alkuraya-Kucinskas syndrome	MONDO	617822.0	Jan 22 2021
MONDO:0060640	TRAPPC6B		C4693390	Neurodevelopmental disorder with microcephaly, epilepsy, and brain atrophy	MONDO	617862.0	Jan 22 2021
MONDO:0060641	GRIA4		C4693391	Neurodevelopmental disorder with or without seizures and gait abnormalities	MONDO	617864.0	Jan 22 2021
MONDO:0060642	ZSWIM6		C4693405	Neurodevelopmental disorder with movement abnormalities, abnormal gait, and autistic features	MONDO	617865.0	Jan 22 2021
MONDO:0060649		BMP2	CN294045	Short stature, facial dysmorphism, and skeletal anomalies with or without cardiac anomalies	MONDO		22 Jan 2021
MONDO:0060650	TUBB4B		C4693498	Leber congenital amaurosis with early-onset deafness	MONDO	617879.0	Jan 22 2021
MONDO:0060659	GABBR2		C4693546	Neurodevelopmental disorder with poor language and loss of hand skills	MONDO	617903.0	Jan 22 2021
MONDO:0060662	EPO		C4693556	Diamond-Blackfan anemia-like	MONDO	617911.0	Jan 22 2021
MONDO:0060663	GATA5		C4693563	Congenital heart defects, multiple types, 5	MONDO	617912.0	Jan 22 2021
MONDO:0060664	GEMIN4		C4693567	Neurodevelopmental disorder with microcephaly, cataracts, and renal abnormalities	MONDO	617913.0	Jan 22 2021
MONDO:0060666	CTBP1		C4693578	Hypotonia, ataxia, developmental delay, and tooth enamel defect syndrome	MONDO	617915.0	Jan 22 2021
MONDO:0060670	KIF5A		C4693609	Amyotrophic lateral sclerosis, susceptibility to, 25	MONDO	617921.0	Jan 22 2021
MONDO:0060671	CILK1		C4693613	Epilepsy, juvenile myoclonic, susceptibility to, 10	MONDO	617924.0	Jan 22 2021
MONDO:0060702	UFSP2		C4693799	Spondyloepimetaphyseal dysplasia, di rocco type	MONDO	617974.0	Jan 22 2021
MONDO:0060704	WDR45B		C4693816	Neurodevelopmental disorder with spastic quadriplegia and brain abnormalities with or without seizures	MONDO	617977.0	Jan 22 2021
MONDO:0060707	QRICH1		C4693824	Ververi-Brady syndrome	MONDO	617982.0	Jan 22 2021
MONDO:0060711	GTPBP2		C4693848	Jaberi-Elahi syndrome	MONDO	617988.0	Jan 22 2021
MONDO:0060712	PHIP		C4693860	Developmental delay, intellectual disability, obesity, and dysmorphic features	MONDO	617991.0	Apr 22 2020
MONDO:0060713	JAG1		C1866053	Deafness, congenital heart defects, and posterior embryotoxon	MONDO	617992.0	Feb 16 2016
MONDO:0060714	FGF23		C4693863	Tumoral calcinosis, hyperphosphatemic, familial, 2	MONDO	617993.0	Jan 22 2021
MONDO:0060715	KL		C4693864	Tumoral calcinosis, hyperphosphatemic, familial, 3	MONDO	617994.0	Apr 19 2022
MONDO:0060720		FCSK	C4693905	Congenital disorder of glycosylation with defective fucosylation	MONDO		24 Feb 2019
MONDO:0060724	PIGH		C4747891	Glycosylphosphatidylinositol biosynthesis defect 17	MONDO	618010.0	Jan 22 2021
MONDO:0060729	CLPX		C4693947	Protoporphyria, erythropoietic, 2	MONDO	618015.0	Jan 19 2020
MONDO:0060732	RSPO2		C4747923	Tetraamelia syndrome 2	MONDO	618021.0	Jan 22 2021
MONDO:0060733	RSPO2		C4747940	Humerofemoral hypoplasia with radiotibial ray deficiency	MONDO	618022.0	Jan 22 2021
MONDO:0060745	RORA		C4748041	Intellectual developmental disorder with or without epilepsy or cerebellar ataxia	MONDO	618060.0	Jan 22 2021
