"id","Associated Disease","Disease Ontology Description","UniProt Description","Protein Count","Direct Association Count","Mondo ID"
10291,"patterned dystrophy of the retinal pigment epithelium",,,5,3,"MONDO:0018973"
10292,"patterned macular dystrophy",,,4,3,"MONDO:0020381"
10293,"patterned macular dystrophy 1",,"A form of retinal patterned dystrophy, a heterogeneous group of macular disorders that includes reticular (fishnet-like) dystrophy, macroreticular (spider-shaped) dystrophy and butterfly-shaped pigment dystrophy.",1,1,"MONDO:0008210"
10294,"patterned macular dystrophy 2",,"A form of retinal patterned dystrophy, a heterogeneous group of macular disorders caused by abnormal accumulation of lipofuscin in the retinal pigment epithelium. Lipofuscin distribution can show various shapes that define different types of macular dystrophy, including reticular (fishnet-like) dystrophy, macroreticular (spider-shaped) dystrophy and butterfly-shaped pigment dystrophy. MDPT2 is an autosomal dominant form characterized by bilateral accumulation of pigment in the macular area that resembles the wings of a butterfly.",3,3,"MONDO:0012162"
10295,"patterned macular dystrophy 3",,"A form of retinal patterned dystrophy, characterized by retinal pigment epithelium and Bruch's membrane changes resembling a 'dry desert land'. It begins around the age of 30 and progresses to retinitis pigmentosa. MDPT3 inheritance is autosomal dominant.",1,1,"MONDO:0014920"
10296,"PCWH syndrome",,"A complex neurocristopathy that includes features of 4 distinct syndromes: peripheral demyelinating neuropathy, central dysmyelinating leukodystrophy, Waardenburg syndrome and Hirschsprung disease.",2,2,"MONDO:0012198"
10297,"peanut allergic reaction","A food allergy that is an allergy or hypersensitivity to dietary substances from peanuts causing an overreaction of the immune system which in a small percentage of people may lead to severe physical symptoms.",,1,1,"MONDO:0005902"
10298,"Pearson syndrome","A mitochondrial metabolism disease that is characterized by sideroblastic anemia and exocrine pancreas dysfunction.",,1,1,"MONDO:0010797"
10299,"Pediatric Obesity",,,4,4,
10300,"Pediculus humanus capitis infestation","A lice infestation that involves colonization of the hair and skin by the parasitic insect Pediculus humanus capitis, which feeds on blood several times daily and resides close to the scalp to maintain its body temperature. The symptoms include tickling feeling of something moving in the hair, itching, caused by an allergic reaction to louse saliva, and irritability.",,7,7,"MONDO:0003471"
10301,"peeling skin syndrome","A skin disease that is characterized by the painless peeling of the top layer of skin predominately on the hands and feet, has_material_basis_in autosomal recessive inheritance of mutation in the TGM5 gene and/pr CSTA gene.",,13,12,"MONDO:0019347"
10302,"peeling skin syndrome 1",,"A genodermatosis characterized by generalized, continuous shedding of the outer layers of the epidermis. Two main PSS subtypes have been suggested. Patients with non-inflammatory PSS (type A) manifest white scaling, with painless and easy removal of the skin, irritation when in contact with water, dust and sand, and no history of erythema, pruritis or atopy. Inflammatory PSS (type B) is associated with generalized erythema, pruritus and atopy. It is an ichthyosiform erythroderma characterized by lifelong patchy peeling of the entire skin with onset at birth or shortly after. Several patients have been reported with high IgE levels.",2,2,"MONDO:0024548"
10303,"peeling skin syndrome 4",,"A genodermatosis characterized by congenital exfoliative ichthyosis, sharing some features with ichthyosis bullosa of Siemens and annular epidermolytic ichthyosis. PSS4 presents shortly after birth as dry, scaly skin over most of the body with coarse peeling of non-erythematous skin on the palms and soles, which is exacerbated by excessive moisture and minor trauma. Electron microscopy analysis of skin biopsies, reveals mostly normal-appearing upper layers of the epidermis, but prominent intercellular edema of the basal and suprabasal cell layers with aggregates of tonofilaments in the basal keratinocytes.",1,1,"MONDO:0011937"
10304,"peeling skin syndrome 5",,"A form of peeling skin syndrome, a genodermatosis characterized by generalized, continuous shedding of the outer layers of the epidermis. Two main PSS subtypes have been suggested. Patients with non-inflammatory PSS (type A) manifest white scaling, with painless and easy removal of the skin, irritation when in contact with water, dust and sand, and no history of erythema, pruritis or atopy. Inflammatory PSS (type B) is associated with generalized erythema, pruritus and atopy. It is an ichthyosiform erythroderma characterized by lifelong patchy peeling of the entire skin with onset at birth or shortly after. Several patients have been reported with high IgE levels. PSS5 patients manifest hyperkeratosis and superficial peeling of areas of the palmar and dorsal faces of hands and feet. Additional variable features include erythema, superficial scaling of forearms and legs and diffuse yellowish hyperkeratotic palmoplantar plaques. PSS5 inheritance is autosomal recessive.",1,1,"MONDO:0014923"
10305,"peeling skin syndrome type A",,"A form of peeling skin syndrome, a genodermatosis characterized by generalized, continuous shedding of the outer layers of the epidermis. Two main PSS subtypes have been suggested. Patients with non-inflammatory PSS (type A) manifest white scaling, with painless and easy removal of the skin, irritation when in contact with water, dust and sand, and no history of erythema, pruritis or atopy. Inflammatory PSS (type B) is associated with generalized erythema, pruritus and atopy. It is an ichthyosiform erythroderma characterized by lifelong patchy peeling of the entire skin with onset at birth or shortly after. Several patients have been reported with high IgE levels. PSS3 is characterized by generalized white scaling occurring over the upper and lower extremities. Symptoms start during the second half of the first decade of life.",2,2,"MONDO:0014555"
10306,"peeling skin-leukonuchia-acral punctate keratoses-cheilitis-knuckle pads syndrome",,"An autosomal recessive disease characterized by generalized, continuous shedding of the outer layers of the epidermis, leukonychia, acral punctate keratosis, cheilitis, knuckle pads with multiple hyperkeratotic micropapules involving the interphalangeal joints, and palmoplantar keratoderma.",1,1,"MONDO:0014574"
10307,"PEHO syndrome",,"An autosomal recessive syndrome characterized by progressive encephalopathy, lack of psychomotor development, severe mental retardation, early onset epileptic seizures, optic nerve/cerebellar atrophy, pedal edema, and early death.",3,3,"MONDO:0009841"
10308,"peho-like syndrome",,"An autosomal recessive syndrome characterized by microcephaly and moderately severe hypotonia manifesting at birth, seizures that progress into infantile spasms with hypsarrhythmia, brain atrophy with bilateral polymicrogyria and pachygyria, thin corpus callosum, and mild reduction in cerebellar vermis volume. Patients also display optic atrophy, severe cognitive delay, puffiness of the maxillary region of the face, and edema of the dorsum of the hands and feet.",2,2,"MONDO:0020495"
10309,"Pelger-Huet anomaly",,"An autosomal dominant inherited abnormality of granulocytes, characterized by abnormal ovoid shape, reduced nuclear segmentation and an apparently looser chromatin structure.",2,2,"MONDO:0008214"
10310,"peliosis hepatis",,,1,1,"MONDO:0004717"
10311,"Pelizaeus-Merzbacher disease","A hypomyelinating leukodystrophy characterized by impaired myelin formation, nystagmus, spastic quadriplegia, ataxia, and developmental delay that has_material_basis_in mutation in the PLP1 gene on chromosome Xq22.","A X-linked recessive disorder of the central nervous system in which myelin is not formed properly. Clinically characterized by nystagmus, spastic quadriplegia, ataxia, and developmental delay.",6,6,"MONDO:0010714"
10312,"Pelizaeus-Merzbacher Disease, Atypical",,,2,2,
10313,"Pelizaeus-Merzbacher Disease, Transitional",,,2,2,
10314,"pellagra","A nutritional deficiency disease that is characterized by deficiency of niacin (vitamin B3), has_symptom gastrointestinal disturbance, anorexia, diarrhea, dementia, hallucinations, depression, psychosis, and/or non-specific skin changes, and has_material_basis_in deficiency of niacin, often from inadequate diet, malabsorption, or medication side effects.",,5,5,"MONDO:0019975"
10315,"pelviscapular dysplasia",,"Defined as pelviscapular dysplasia with epiphyseal abnormalities, congenital dwarfism and facial dysmorphy (frontal bossing, hypertelorism, narrow palpebral fissures, deep set globes, strabismus, low-set posteriory rotated and unusually formed external ears, dysplasia of conchae, small chin, short neck with redundant skin folds, and a low hairline). Intelligence may vary from normal to moderately impaired. Radiographic features comprise aplasia of the body of the scapula, hypoplasia of the iliac bone, humeroradial synosthosis, dislocation of the femoral heads, and moderate brachydactyly.",1,1,"MONDO:0009845"
10316,"pemphigoid gestationis","A vesiculobullous skin disease that is characterized by erythematous papules, vesicles, and plaques around the trunk and extremities that develop during pregnancy, particularly during the second and third trimesters, has_symptom pruritis, and has_material_basis_in autoantibodies to the basement membrane, which triggers a complement cascade and attracts eosinophils to the subepidermis.",,2,2,"MONDO:0006558"
10317,"Pemphigoid, Benign Mucous Membrane",,,1,1,
10318,"pemphigus",,,35,15,"MONDO:0006594"
10319,"pemphigus foliaceus",,,1,1,"MONDO:0019324"
10320,"pemphigus vulgaris","A pemphigus characterized by autosomal dominant blisters and erosions on the skin and mucous membranes erosions cause by autoantibodies to intercellular cement substance.",,19,19,"MONDO:0008219"
10321,"Pena Shokeir syndrome Type 2",,,4,4,
10322,"Pena-Shokeir syndrome type I",,,5,5,
10323,"Pendred syndrome","An autosomal recessive disease characterized by bilateral prelingual sensorineural hearing loss and euthyroid goiter and that has_material_basis_in homozygous or compound heterozygous mutation in the SLC26A4 gene on chromosome 7q.","An autosomal recessive disorder characterized by congenital sensorineural hearing loss in association with thyroid goiter. The disorder may account for up to 10% of the cases of hereditary deafness. The deafness is most often associated with a Mondini cochlear defect. Deafness occurs early, starting at birth or during the first years of life. It is bilateral, sometimes asymmetrical, fluctuant and often progressive. Thyroid perturbations, such as thyroid goiter and/or hypothyroidism appear most commonly during adolescence, but they can be congenital or appear later.",4,4,"MONDO:0010134"
10324,"Pendular Nystagmus",,,1,1,
10325,"penile cancer",,,4,4,"MONDO:0001325"
10326,"penile disease",,,31,3,"MONDO:0002036"
10327,"penile neoplasm",,,4,4,"MONDO:0006895"
10328,"pentosuria",,"An inborn error of metabolism characterized by excessive urinary excretion of L-xylulose.",1,1,"MONDO:0009846"
10329,"peptic esophagitis",,,5,5,"MONDO:0006896"
10330,"peptic ulcer disease",,,62,21,"MONDO:0004247"
10331,"Peptic Ulcer Hemorrhage",,,2,2,
10332,"PERCHING syndrome",,"A form of cold-induced sweating syndrome, an autosomal recessive disorder characterized by profuse sweating induced by cool surroundings (temperatures of 7 to 18 degrees Celsius). Patients manifest, in the neonatal period, orofacial weakness with impaired sucking and swallowing, resulting in poor feeding. Affected infants show a tendency to startle, with contractions of the facial muscles in response to tactile stimuli or during crying, trismus, abundant salivation, and opisthotonus. These features are referred to as Crisponi syndrome and can result in early death in infancy. Patients who survive into childhood have hyperhidrosis, mainly of the upper body, in response to cold temperatures, and sweat very little with heat. Additional abnormalities include a high-arched palate, nasal voice, depressed nasal bridge, inability to fully extend the elbows and kyphoscoliosis.",1,1,"MONDO:0014890"
10333,"Percussion Myotonia",,,3,3,
10334,"Percutaneous coronary intervention",,,9,9,
10335,"perennial allergic rhinitis",,,3,3,"MONDO:0024332"
10336,"Perforation of cornea",,,1,1,
10337,"periapical periodontitis",,,1,1,"MONDO:0004508"
10338,"pericardial effusion","A pericardium disease that is characterized by an abnormal accumulation of fluid in the pericardial cavity.",,2,2,"MONDO:0001370"
