drugName,cIds,drugNameOfficial,molecularWeight,smilesString
Ibandronate sodium hydrate,CIDs23663991,#N/A,0,#N/A
Avobenzone,CIDs00051040,avobenzone,310.38688,CC(C)(C)C1=CC=C(C=C1)C(=O)CC(=O)C2=CC=C(C=C2)OC
Bafilomycin A1,CIDs06436223,bafilomycin A1,622.82962,CC1CC(=CC=CC(C(OC(=O)C(=CC(=CC(C1O)C)C)OC)C(C)C(C(C)C2(CC(C(C(O2)C(C)C)C)O)O)O)OC)C
Buflomedil hydrochloride,CIDs06420013,#N/A,0,#N/A
Conivaptan hydrochloride,CIDs00216322,#N/A,0,#N/A
Tolvaptan,CIDs00216237,tolvaptan,448.9413,CC1=CC=CC=C1C(=O)NC2=CC(=C(C=C2)C(=O)N3CCCC(C4=C3C=CC(=C4)Cl)O)C
Phloretin,CIDs00004788,phloretin,274.26866,C1=CC(=CC=C1CCC(=O)C2=C(C=C(C=C2O)O)O)O
Ethosuximide,CIDs00003291,ethosuximide,141.16774,CCC1(CC(=O)NC1=O)C
BTZ-10526043,CIDs42609849,BTZ043,431.38625,CC1COC2(O1)CCN(CC2)C3=NC(=O)C4=CC(=CC(=C4S3)[N+](=O)[O-])C(F)(F)F
TAME,CIDs01550286,#N/A,0,#N/A
FCCP,CIDs00003330,Fccp,254.16811,C1=CC(=CC=C1NN=C(C#N)C#N)OC(F)(F)F
A-485,CIDs118958122,#N/A,0,#N/A
Marizomib / Salinosporamide A,CIDs11347535,salinosporamide A,313.7766,CC12C(C(=O)NC1(C(=O)O2)C(C3CCCC=C3)O)CCCl
NCGC00510249-02,NCGC00510249-02,#N/A,0,#N/A
Chloro-IB-MECA,CIDs03035850,Cl-IB-MECA,544.73079,CNC(=O)C1C(C(C(O1)N2C=NC3=C2N=C(N=C3NCC4=CC(=CC=C4)I)Cl)O)O
Prochlorperazine dimaleate,CIDs00004917,prochlorperazine,373.94266,CN1CCN(CC1)CCCN2C3=CC=CC=C3SC4=C2C=C(C=C4)Cl
9-cis-Retinoic acid,CIDs00449171,alitretinoin,300.43512,CC1=C(C(CCC1)(C)C)C=CC(=CC=CC(=CC(=O)O)C)C
WO2016044770,CIDs134327298,#N/A,0,#N/A
Piperacetazine,CIDs00019675,piperacetazine,410.5722,CC(=O)C1=CC2=C(C=C1)SC3=CC=CC=C3N2CCCN4CCC(CC4)CCO
Clomiphene citrate,CIDs03033832,#N/A,0,#N/A
Amodiaquin dihydrochloride dihydrate,CIDs00064646,#N/A,0,#N/A
amodiaquine,CIDs00002165,amodiaquine,355.86118,CCN(CC)CC1=C(C=CC(=C1)NC2=C3C=CC(=CC3=NC=C2)Cl)O
Tanshinone I,CIDs00114917,tanshinone,276.28608,CC1=CC=CC2=C1C=CC3=C2C(=O)C(=O)C4=C3OC=C4C
Vinblastine,CIDs00013342,vinblastine,810.97412,CCC1(CC2CC(C3=C(CCN(C2)C1)C4=CC=CC=C4N3)(C5=C(C=C6C(=C5)C78CCN9C7C(C=CC9)(C(C(C8N6C)(C(=O)OC)O)OC(=O)C)CC)OC)C(=O)OC)O
Vindesine sulfate salt,CIDs00043116,#N/A,0,#N/A
ARRY-520,CIDs44224257,ARRY-520,420.476086,CN(C(=O)N1C(SC(=N1)C2=C(C=CC(=C2)F)F)(CCCN)C3=CC=CC=C3)OC
Cilliobrevin D,CIDs136257953,#N/A,0,#N/A
Resistomycin,CIDs135430323,#N/A,0,#N/A
Baicalin,CIDs00064982,baicalin,446.36102,C1=CC=C(C=C1)C2=CC(=O)C3=C(C(=C(C=C3O2)OC4C(C(C(C(O4)C(=O)O)O)O)O)O)O
HMSL10015,CIDs25226483,AGN-PC-04XSRZ,464.54006,CC(C)S(=O)(=O)C1=CC=CC=C1NC2=CC(=NC3=C2C=CN3)NC4=NC=C(C=C4)C(=O)NC
XL-647,CIDs10458325,EXEL-7647,491.385303,CN1CC2CC(CC2C1)COC3=C(C=C4C(=C3)N=CN=C4NC5=C(C(=C(C=C5)Cl)Cl)F)OC
HMSL10016,CIDs25226117,AGN-PC-04XSIT,574.09478,CC(C)S(=O)(=O)C1=CC=CC=C1NC2=NC(=NC(=C2Cl)N)NC3=C(C=C(C=C3)N4CCC(CC4)C(=O)N)OC
D-106669,CIDs16048654,D-106669,322.36442,CCNC(=O)NC1=NC2=NC(=CN=C2C=C1)NC3=CC=C(C=C3)C
Wortmannin,CIDs00312145,wortmannin,428.43186,CC(=O)OC1CC2(C(CCC2=O)C3=C1C4(C(OC(=O)C5=COC(=C54)C3=O)COC)C)C
PP242,CIDs24905147,PP242,308.33784,CC(C)N1C2=C(C(=C3C=C4C=C(C=CC4=N3)O)N1)C(=NC=N2)N
Sesamin,CIDs00072307,sesamin,354.35332,C1C2C(COC2C3=CC4=C(C=C3)OCO4)C(O1)C5=CC6=C(C=C5)OCO6
Honokiol,CIDs00072303,honokiol,266.33432,C=CCC1=CC(=C(C=C1)O)C2=CC(=C(C=C2)O)CC=C
VU0482089-2,CIDs68938909,AGN-PC-0I6GMO,762.89464,CC1=C(C(=NN1C)COC2=CC=C(C=C2)N3CCN(CC3)C(=O)C)C4=CC=CC5=C4N(C(=C5CCCOC6=CC=CC7=CC=CC=C76)C(=O)O)CC8=CN=CC=C8
VU0483486-1,CIDs73265331,SCHEMBL15622193,775.33418,CC1=CC(=CC(=C1Cl)C)OCCCC2=C(N(C3=C2C=CC=C3C4=C(N(N=C4COC5=CC=C(C=C5)N6CCN(CC6)C(=O)C)C)C)CC7=CN=CC=C7)C(=O)O
VU0483487-1,CIDs73265321,NCGC00347282-01,827.98956,CC1=C(C(=NN1C)COC2=CC=C(C=C2)N3CCN(CC3)[S+](=O)(N(C)C)[O-])C4=CC=CC5=C4N(C(=C5CCCOC6=CC=CC7=CC=CC=C76)C(=O)O)CC8=CN=CC=C8
VU0483488-1,CIDs73265338,NCGC00347283-01,811.38788,CC1=CC(=CC(=C1Cl)C)OCCCC2=C(N(C3=C2C=CC=C3C4=C(N(N=C4COC5=CC=C(C=C5)N6CCN(CC6)[S+](=O)(C)[O-])C)C)CC7=CN=CC=C7)C(=O)O
Alendronate,CIDs00002088,alendronate,249.096044,C(CC(O)(P(=O)(O)O)P(=O)(O)O)CN
Bergenin,CIDs00066065,bergenin,328.27144,COC1=C(C=C2C(=C1O)C3C(C(C(C(O3)CO)O)O)OC2=O)O
Parietin,CIDs00010639,physcion,284.26348,CC1=CC(=C2C(=C1)C(=O)C3=CC(=CC(=C3C2=O)O)OC)O
U-0126,CIDs03006531,U0126,380.48984,C1=CC=C(C(=C1)N)SC(=C(C#N)C(=C(N)SC2=CC=CC=C2N)C#N)N
HMSL10076,CIDs73265214,CHEMBL3188661,458.38999,CC1=C(C=C(C=C1)C(=O)NC2=CC(=CC(=C2)C(F)(F)F)NC(=O)C=C)NC(=O)C3=CC=NO3
NCGC00344990-01,CIDs44573504,CHEMBL494027,480.58252,CC(C)(CN1C2=C(C=C(C=C2)CN3CCOCC3)N=C1NC(=O)C4=CC=C(S4)C5=CNN=C5)O
NCGC00344999-01,CIDs73265222,NCGC00344999-01,526.69556,CC(C(C)(C)C)NCC1=CC2=C(C=C1)N(C(=N2)NC(=O)C3=CC=C(S3)C4=CNN=C4)CCC5=CC=CC=C5
HMSL10084,CIDs42628507,HMS2043J15,462.59046,CC(C)N1C=NC2=C1N=C(N=C2NC3=CC(=CC=C3)NC(=O)C=C)NC4CCC(CC4)N(C)C
NCGC00262331,CIDs73265220,CHEMBL3182364,329.78414,COC1=CC(=CN2C1=NC=C2C3=NC(=CC=C3)NC4CNC4)Cl
ON-01910,CIDs23696523,#N/A,0,#N/A
HMSL10089,CIDs73265211,NCGC00346967-01,492.42132,CN1CCN(CC1)C2=CC(=C(C=C2)NC3=NC(=C(S3)C(=O)C4=C(C=CC=C4Cl)Cl)N)OC
A 438079,CIDs11673921,A-438079 hydrochloride,306.15006,C1=CC(=C(C(=C1)Cl)Cl)C2=NN=NN2CC3=CN=CC=C3
A 804598,CIDs53325874,a-804598,315.37178,CC(C1=CC=CC=C1)N=C(NC#N)NC2=CC=CC3=C2C=CC=N3
OAC1,CIDs00789882,R3435,237.25664,C1=CC=C(C=C1)C(=O)NC2=NC=C3C(=C2)C=CN3
Salidroside,CIDs00159278,salidroside,300.3044,C1=CC(=CC=C1CCOC2C(C(C(C(O2)CO)O)O)O)O
HMSL10019,CIDs69923936,AGN-PC-0INJ9Y,560.56629,COC1=CC(=CC(=C1)C2=CC3=C4C(=CN=C3C=C2)C=CC(=O)N4C5=CC(=C(C=C5)N6CCNCC6)C(F)(F)F)OC
Retaspimycin,CIDs11534420,retaspimycin HCl,587.7043,CC1CC(C(C(C=C(C(C(C=CC=C(C(=O)NC2=CC(=C(C(=C2O)C1)NCC=C)O)C)OC)OC(=O)N)C)C)O)OC
Ilomastat,CIDs00132519,galardin,388.46072,CC(C)CC(CC(=O)NO)C(=O)NC(CC1=CNC2=CC=CC=C21)C(=O)NC
"5,7-Dihydroxyflavone",CIDs05281607,#N/A,0,#N/A
Genistin,CIDs05281377,genistin,432.3775,C1=CC(=CC=C1C2=COC3=CC(=CC(=C3C2=O)O)OC4C(C(C(C(O4)CO)O)O)O)O
Cetirizine hydrochloride,CIDs00002678,cetirizine,388.8878,C1CN(CCN1CCOCC(=O)O)C(C2=CC=CC=C2)C3=CC=C(C=C3)Cl
Loratadine,CIDs00003957,loratadine,382.88322,CCOC(=O)N1CCC(=C2C3=C(CCC4=C2N=CC=C4)C=C(C=C3)Cl)CC1
Chlorphenamine maleate,CIDs00002725,chlorpheniramine,274.78846,CN(C)CCC(C1=CC=C(C=C1)Cl)C2=CC=CC=N2
Chloropyramine hydrochloride,CIDs00080311,#N/A,0,#N/A
Clemastine fumarate,CIDs05281069,#N/A,0,#N/A
Mizolastine,CIDs00065906,mizolastine,432.493303,CN(C1CCN(CC1)C2=NC3=CC=CC=C3N2CC4=CC=C(C=C4)F)C5=NC=CC(=O)N5
Azelastine hydrochloride,CIDs00054360,#N/A,0,#N/A
Lafutidine,CIDs05282136,lafutidine,431.54836,C1CCN(CC1)CC2=CC(=NC=C2)OCC=CCNC(=O)CS(=O)CC3=CC=CO3
Famotidine,CIDs05702160,famotidine,337.4454,C1=C(N=C(S1)N=C(N)N)CSCCC(=NS(=O)(=O)N)N
Taxifolin (Dihydroquercetin),CIDs00439533,taxifolin,304.25158,C1=CC(=C(C=C1C2C(C(=O)C3=C(C=C(C=C3O2)O)O)O)O)O
Betanin,CIDs00091559,betanine,550.46884,C1C(N=C(C=C1C=CN2C(CC3=CC(=C(C=C32)O)OC4C(C(C(C(O4)CO)O)O)O)C(=O)O)C(=O)O)C(=O)O
Testosterone,CIDs00006013,testosterone,288.42442,CC12CCC3C(C1CCC2O)CCC4=CC(=O)CCC34C
Testosterone propionate,CIDs00005995,testosterone propionate,344.48768,CCC(=O)OC1CCC2C1(CCC3C2CCC4=CC(=O)CCC34C)C
Caffeic acid,CIDs00689043,caffeic acid,180.15742,C1=CC(=C(C=C1C=CC(=O)O)O)O
Eprosartan mesylate,CIDs05282474,#N/A,0,#N/A
G-Strophanthin,CIDs00439501,ouabain,584.65246,CC1C(C(C(C(O1)OC2CC(C3(C4C(CCC3(C2)O)C5(CCC(C5(CC4O)C)C6=CC(=O)OC6)O)CO)O)O)O)O
Esomeprazole magnesium,CIDs00130564,#N/A,0,#N/A
RABEPRAZOLE SODIUM,CIDs14720269,#N/A,0,#N/A
Tetrahydroberberine,CIDs00034458,tetrahydroberberine,339.38504,COC1=C(C2=C(CC3C4=CC5=C(C=C4CCN3C2)OCO5)C=C1)OC
Cinchonidine,CIDs00002757,cinchonine sulfate,294.39078,C=CC1CN2CCC1CC2C(C3=CC=NC4=CC=CC=C34)O
Oxcarbazepine,CIDs00034312,oxcarbazepine,252.26798,C1C2=CC=CC=C2N(C3=CC=CC=C3C1=O)C(=O)N
Safinamide mesilate,CIDs03038502,#N/A,0,#N/A
Isradipine,CIDs00003784,isradipine,371.38714,CC1=C(C(C(=C(N1)C)C(=O)OC(C)C)C2=CC=CC3=NON=C32)C(=O)OC
Flunarizine,CIDs00941361,flunarizine,404.494846,C1CN(CCN1CC=CC2=CC=CC=C2)C(C3=CC=C(C=C3)F)C4=CC=C(C=C4)F
Tetrandrine,CIDs00073078,tetrandrine,622.74988,CN1CCC2=CC(=C3C=C2C1CC4=CC=C(C=C4)OC5=C(C=CC(=C5)CC6C7=C(O3)C(=C(C=C7CCN6C)OC)OC)OC)OC
Manoalide,CIDs06437368,manoalide,416.55034,CC1=C(C(CCC1)(C)C)CCC(=CCCC2=CCC(OC2O)C3=CC(=O)OC3O)C
Monatepil,CIDs00060810,monatepil,475.620703,C1CN(CCN1CCCC(=O)NC2C3=CC=CC=C3CSC4=CC=CC=C24)C5=CC=C(C=C5)F
Carboxyamidotriazole,CIDs00108144,carboxyamidotriazole,424.66848,C1=CC(=CC=C1C(=O)C2=C(C=C(C=C2Cl)CN3C(=C(N=N3)C(=O)N)N)Cl)Cl
Purfalcamine,CIDs24762166,purfalcamine,528.623723,C1CCN(CC1)C(=O)C2=CC=C(C=C2)NC3=NC(=NC4=C3N=CN4C5=CC(=CC=C5)F)NC6CCC(CC6)N
Sumatriptan succinate,CIDs00059772,#N/A,0,#N/A
Naratriptan hydrochloride,CIDs00060875,#N/A,0,#N/A
Rizatriptan benzoate,CIDs00077997,rizatriptan benzoate,391.4662,CN(C)CCC1=CNC2=C1C=C(C=C2)CN3C=NC=N3.C1=CC=C(C=C1)C(=O)O
Zolmitriptan,CIDs00060857,zolmitriptan,287.35684,CN(C)CCC1=CNC2=C1C=C(C=C2)CC3COC(=O)N3
LY310762,CIDs11957576,#N/A,0,#N/A
BRL-15572,CIDs03654103,BRL15572 hydrochloride,406.94768,C1CN(CCN1CC(C(C2=CC=CC=C2)C3=CC=CC=C3)O)C4=CC(=CC=C4)Cl
Fluvoxamine,CIDs05324346,#N/A,0,#N/A
Citalopram hydrobromide,CIDs00077995,#N/A,0,#N/A
Venlafaxine hydrochloride,CIDs00062923,#N/A,0,#N/A
Paroxetine,CIDs00043815,paroxetine,329.365403,C1CNCC(C1C2=CC=C(C=C2)F)COC3=CC4=C(C=C3)OCO4
Granisetron hydrochloride,CIDs06918003,#N/A,0,#N/A
Ondansetron,CIDs00004595,ondansetron,293.36296,CC1=NC=CN1CC2CCC3=C(C2=O)C4=CC=CC=C4N3C
Tropisetron,CIDs00656665,#N/A,0,#N/A
Amoxapine,CIDs00002170,amoxapine,313.78144,C1CN(CCN1)C2=NC3=CC=CC=C3OC4=C2C=C(C=C4)Cl
WIN-55212-2,CIDs05311501,1-naphthalenyl)methanone mesylate,426.50694,CC1=C(C2=C3N1C(COC3=CC=C2)CN4CCOCC4)C(=O)C5=CC=CC6=CC=CC=C65
Nepafenac,CIDs00151075,nepafenac,254.28386,C1=CC=C(C=C1)C(=O)C2=C(C(=CC=C2)CC(=O)N)N
Etodolac,CIDs00003308,etodolac,287.35354,CCC1=CC=CC2=C1NC3=C2CCOC3(CC)CC(=O)O
Acemetacin,CIDs00001981,acemetacin,415.82372,CC1=C(C2=C(N1C(=O)C3=CC=C(C=C3)Cl)C=CC(=C2)OC)CC(=O)OCC(=O)O
Rutaecarpine,CIDs00065752,rutaecarpine,287.31532,C1CN2C(=NC3=CC=CC=C3C2=O)C4=C1C5=CC=CC=C5N4
Asaraldehyde,CIDs00020525,"2,4,5-trimethoxybenzaldehyde",196.19988,COC1=CC(=C(C=C1C=O)OC)OC
Niflumic acid,CIDs00004488,niflumic acid,282.21797,C1=CC(=CC(=C1)NC2=C(C=CC=N2)C(=O)O)C(F)(F)F
Latrepirdine hydrochloride,CIDs00197033,latrepirdine,319.4433,CC1=CC2=C(C=C1)N(C3=C2CN(CC3)C)CCC4=CN=C(C=C4)C
Dextromethorphan hydrobromide,CIDs05464025,#N/A,0,#N/A
TCN-201,CIDs04787937,tcn-201,461.893783,C1=CC=C(C=C1)C(=O)NNC(=O)C2=CC=C(C=C2)CNS(=O)(=O)C3=CC(=C(C=C3)F)Cl
NCGC00015463-02,CIDs00003538,GYKI 52466,293.3199,CC1=NN=C(C2=CC3=C(C=C2C1)OCO3)C4=CC=C(C=C4)N
Zalcitabine,CIDs00024066,zalcitabine,211.21782,C1CC(OC1CO)N2C=CC(=NC2=O)N
Stavudine,CIDs00018283,stavudine,224.21328,CC1=CN(C(=O)NC1=O)C2C=CC(O2)CO
Brivudine,CIDs00446727,BVDU,333.13532,C1C(C(OC1N2C=C(C(=O)NC2=O)C=CBr)CO)O
Emtricitabine,CIDs00060877,emtricitabine,247.246703,C1C(OC(S1)CO)N2C=C(C(=NC2=O)N)F
Clevudine,CIDs00073115,clevudine,260.219023,CC1=CN(C(=O)NC1=O)C2C(C(C(O2)CO)O)F
Tenofovir disoproxil fumarate,CIDs05481350,tenofovir disoproxil fumarate,519.442762,CC(C)OC(=O)OCOP(=O)(COC(C)CN1C=NC2=C1N=CN=C2N)OCOC(=O)OC(C)C
"2',3'-Dideoxyinosine",CIDs135398739,#N/A,0,#N/A
Nevirapine,CIDs00004463,nevirapine,266.29786,CC1=C2C(=NC=C1)N(C3=C(C=CC=N3)C(=O)N2)C4CC4
Zidovudine,CIDs00035370,zidovudine,267.24132,CC1=CN(C(=O)NC1=O)C2CC(C(O2)CO)N=[N+]=[N-]
NCGC00183434-01,CIDs44620939,ML132,477.94122,CC(C)(C)C(C(=O)N1CCCC1C(=O)NC(CC(=O)O)C#N)NC(=O)C2=CC(=C(C=C2)N)Cl
Pyronaridine,CIDs00107771,#N/A,0,#N/A
Daphnetin,CIDs05280569,daphnetin,178.14154,C1=CC(=C(C2=C1C=CC(=O)O2)O)O
Bacitracin zinc,CIDs00065281,bacitracin A,1422.69332,CCC(C)C1C(=O)NC(C(=O)NC(C(=O)NC(C(=O)NC(C(=O)NCCCCC(C(=O)NC(C(=O)N1)CCCN)NC(=O)C(C(C)CC)NC(=O)C(CCC(=O)O)NC(=O)C(CC(C)C)NC(=O)C2CSC(=N2)C(C(C)CC)N)CC(=O)N)CC(=O)O)CC3=CN=CN3)CC4=CC=CC=C4
Pimecrolimus,CIDs06509979,pimecrolimus,810.45312,CCC1C=C(CC(CC(C2C(CC(C(O2)(C(=O)C(=O)N3CCCCC3C(=O)OC(C(C(CC1=O)O)C)C(=CC4CCC(C(C4)OC)Cl)C)O)C)OC)OC)C)C
Azalomycin-B,CIDs06444206,elaiophylin,1025.26572,CCC1C(OC(CC1OC2CC(C(C(O2)C)O)O)(C(C)C(C(C)C3C(C=CC=CC(=O)OC(C(C=CC=CC(=O)O3)C)C(C)C(C(C)C4(CC(C(C(O4)C)CC)OC5CC(C(C(O5)C)O)O)O)O)C)O)O)C
Roxithromycin,CIDs06915744,roxithromycin,837.04654,CCC1C(C(C(C(=NOCOCCOC)C(CC(C(C(C(C(C(=O)O1)C)OC2CC(C(C(O2)C)O)(C)OC)C)OC3C(C(CC(O3)C)N(C)C)O)(C)O)C)C)O)(C)O
Clarithromycin,CIDs00084029,clarithromycin,747.95336,CCC1C(C(C(C(=O)C(CC(C(C(C(C(C(=O)O1)C)OC2CC(C(C(O2)C)O)(C)OC)C)OC3C(C(CC(O3)C)N(C)C)O)(C)OC)C)C)O)(C)O
Isepamicin,CIDs00003755,isepamicin,569.60312,CC1(COC(C(C1NC)O)OC2C(CC(C(C2O)OC3C(C(C(C(O3)CN)O)O)O)N)NC(=O)C(CN)O)O
Neomycin sulfate,CIDs00062403,neomycin sulphate,712.72222,C1C(C(C(C(C1N)OC2C(C(C(C(O2)CN)O)O)N)OC3C(C(C(O3)CO)OC4C(C(C(C(O4)CN)O)O)N)O)O)N.OS(=O)(=O)O
Streptomycin sulfate,CIDs00019648,streptomycin,1457.38356,CC1C(C(C(O1)OC2C(C(C(C(C2O)O)N=C(N)N)O)N=C(N)N)OC3C(C(C(C(O3)CO)O)O)NC)(C=O)O.CC1C(C(C(O1)OC2C(C(C(C(C2O)O)N=C(N)N)O)N=C(N)N)OC3C(C(C(C(O3)CO)O)O)NC)(C=O)O.OS(=O)(=O)O.OS(=O)(=O)O.OS(=O)(=O)O
Biapenem,CIDs00071339,biapenem,350.39282,CC1C2C(C(=O)N2C(=C1SC3CN4C=NC=[N+]4C3)C(=O)[O-])C(C)O
Meropenem,CIDs00441130,#N/A,0,#N/A
Imipenem,CIDs00104838,imipenem,299.34608,CC(C1C2CC(=C(N2C1=O)C(=O)O)SCCN=CN)O
Tebipenem pivoxil,CIDs09892071,TBPM-PI,497.62804,CC1C2C(C(=O)N2C(=C1SC3CN(C3)C4=NCCS4)C(=O)OCOC(=O)C(C)(C)C)C(C)O
Cefoselis sulfate,CIDs09830519,cefoselis,620.63646,CON=C(C1=CSC(=N1)N)C(=O)NC2C3N(C2=O)C(=C(CS3)CN4C=CC(=N)N4CCO)C(=O)O.OS(=O)(=O)O
Chloramphenicol palmitate,CIDs00443382,chloramphenicol palmitate,561.53818,CCCCCCCCCCCCCCCC(=O)OCC(C(C1=CC=C(C=C1)[N+](=O)[O-])O)NC(=O)C(Cl)Cl
Sulfapyridine,CIDs00005336,sulfapyridine,249.28894,C1=CC=NC(=C1)NS(=O)(=O)C2=CC=C(C=C2)N
Sulfameter,CIDs00005326,Supramid,280.30298,COC1=CN=C(N=C1)NS(=O)(=O)C2=CC=C(C=C2)N
Sulfaphenazole,CIDs00005335,sulfaphenazole,314.36226,C1=CC=C(C=C1)N2C(=CC=N2)NS(=O)(=O)C3=CC=C(C=C3)N
Sulfafurazole,CIDs00005344,sulfisoxazole,267.30422,CC1=C(ON=C1C)NS(=O)(=O)C2=CC=C(C=C2)N
Sulfamethoxazole,CIDs00005329,sulfamethoxazole,253.27764,CC1=CC(=NO1)NS(=O)(=O)C2=CC=C(C=C2)N
Sulphadimethoxine,CIDs00005323,sulfadimethoxine,310.32896,COC1=NC(=NC(=C1)NS(=O)(=O)C2=CC=C(C=C2)N)OC
Nitrofurazone,CIDs05447130,nitrofurazone,198.13624,C1=C(OC(=C1)[N+](=O)[O-])C=NNC(=O)N
Chloramphenicol,CIDs00005959,chloramphenicol,323.12938,C1=CC(=CC=C1C(C(CO)NC(=O)C(Cl)Cl)O)[N+](=O)[O-]
Silver sulfadiazine,CIDs00441244,#N/A,0,#N/A
Metronidazole,CIDs00004173,metronidazole,171.15396,CC1=NC=C(N1CCO)[N+](=O)[O-]
Azomycin,CIDs00010701,2-nitroimidazole,113.07482,C1=CN=C(N1)[N+](=O)[O-]
Gentamycin sulfate,CIDs00003467,gentamicin,477.59542,CC(C1CCC(C(O1)OC2C(CC(C(C2O)OC3C(C(C(CO3)(C)O)NC)O)N)N)N)NC
Lincomycin hydrochloride,CIDs00064710,lincomycin,442.9983,CCCC1CC(N(C1)C)C(=O)NC(C2C(C(C(C(O2)SC)O)O)O)C(C)O.Cl
Spectinomycin hydrochloride,CIDs00015541,spectinomycin,332.34956,CC1CC(=O)C2(C(O1)OC3C(C(C(C(C3O2)NC)O)NC)O)O
Thiamphenicol,CIDs00027200,thiamphenicol,356.2222,CS(=O)(=O)C1=CC=C(C=C1)C(C(CO)NC(=O)C(Cl)Cl)O
Hordenine,CIDs00068313,hordenine,165.2322,CN(C)CCC1=CC=C(C=C1)O
Aztreonam,CIDs05742832,aztreonam,435.43278,CC1C(C(=O)N1S(=O)(=O)O)NC(=O)C(=NOC(C)(C)C(=O)O)C2=CSC(=N2)N
Oxacillin sodium salt,CIDs23667631,#N/A,0,#N/A
Sodium cloxacillin,CIDs23675320,#N/A,0,#N/A
Sulbactam,CIDs00130313,sulbactam,233.24164,CC1(C(N2C(S1(=O)=O)CC2=O)C(=O)O)C
Marbofloxacin,CIDs00060651,marbofloxacin,362.355563,CN1CCN(CC1)C2=C(C=C3C4=C2OCN(N4C=C(C3=O)C(=O)O)C)F
Enoxacin,CIDs00003229,enoxacin,320.318883,CCN1C=C(C(=O)C2=CC(=C(N=C21)N3CCNCC3)F)C(=O)O
Nalidixic acid,CIDs00004421,nalidixic acid,232.23528,CCN1C=C(C(=O)C2=C1N=C(C=C2)C)C(=O)O
Fleroxacin,CIDs00003357,fleroxacin,369.33833,CN1CCN(CC1)C2=C(C=C3C(=C2F)N(C=C(C3=O)C(=O)O)CCF)F
Cefaclor,CIDs00051039,#N/A,0,#N/A
Cephalexin,CIDs00027447,cephalexin,347.38888,CC1=C(N2C(C(C2=O)NC(=O)C(C3=CC=CC=C3)N)SC1)C(=O)O
Cephradine,CIDs00038103,cephradine,349.40476,CC1=C(N2C(C(C2=O)NC(=O)C(C3=CCC=CC3)N)SC1)C(=O)O
Cefdinir,CIDs06915944,cefdinir,395.41352,C=CC1=C(N2C(C(C2=O)NC(=O)C(=NO)C3=CSC(=N3)N)SC1)C(=O)O
Cefoperazone sodium,CIDs23663974,#N/A,0,#N/A
Cefditoren pivoxil,CIDs06437877,cefditoren pivoxil,620.72082,CC1=C(SC=N1)C=CC2=C(N3C(C(C3=O)NC(=O)C(=NOC)C4=CSC(=N4)N)SC2)C(=O)OCOC(=O)C(C)(C)C
Ceftiofur hydrochloride,CIDs09937686,#N/A,0,#N/A
Cefprozil monohydrate,CIDs06436628,#N/A,0,#N/A
7-Aminocephalosporanic acid,CIDs00441328,7-aminocephalosporanic acid,272.27768,CC(=O)OCC1=C(N2C(C(C2=O)N)SC1)C(=O)O
Etomidate,CIDs00036339,amidate,244.28904,CCOC(=O)C1=CN=CN1C(C)C2=CC=CC=C2
Indiplon,CIDs06450813,indiplon,376.43164,CC(=O)N(C)C1=CC=CC(=C1)C2=CC=NC3=C(C=NN23)C(=O)C4=CC=CS4
Eszopiclone,CIDs00969472,eszopiclone,388.80828,CN1CCN(CC1)C(=O)OC2C3=NC=CN=C3C(=O)N2C4=NC=C(C=C4)Cl
Ostol,CIDs00010228,osthole,244.28574,CC(=CCC1=C(C=CC2=C1OC(=O)C=C2)OC)C
Dihydromyricetin,CIDs00161557,dihydromyricetin,320.25098,C1=C(C=C(C(=C1O)O)O)C2C(C(=O)C3=C(C=C(C=C3O2)O)O)O
Bilobalide,CIDs00073581,bilobalide,326.29862,CC(C)(C)C1(CC2C3(C14C(C(=O)OC4OC3=O)O)CC(=O)O2)O
Tetrahydropapaverine,CIDs00005418,tetrahydropapaverine,343.4168,COC1=C(C=C(C=C1)CC2C3=CC(=C(C=C3CCN2)OC)OC)OC
Protionamide,CIDs00666418,prothionamide,180.26998,CCCC1=NC=CC(=C1)C(=S)N
Moroxydine,CIDs00071655,ABOB,171.20032,C1COCCN1C(=N)N=C(N)N
Arbutin,CIDs00440936,arbutin,272.25124,C1=CC(=CC=C1O)OC2C(C(C(C(O2)CO)O)O)O
Fumalic acid,CIDs00445858,ferulic acid,194.184,COC1=C(C=CC(=C1)C=CC(=O)O)O
Genipin,CIDs00442424,genipin,226.22586,COC(=O)C1=COC(C2C1CC=C2CO)O
Disufenton sodium,CIDs06440181,Cerovive,381.332959,CC(C)(C)[N+](=CC1=C(C=C(C=C1)S(=O)(=O)[O-])S(=O)(=O)[O-])[O-].[Na+].[Na+]
Indinavir sulfate,CIDs05462355,#N/A,0,#N/A
Ritonavir,CIDs00392622,ritonavir,720.94422,CC(C)C1=NC(=CS1)CN(C)C(=O)NC(C(C)C)C(=O)NC(CC2=CC=CC=C2)CC(C(CC3=CC=CC=C3)NC(=O)OCC4=CN=CS4)O
Lopinavir,CIDs00092727,lopinavir,628.80082,CC1=C(C(=CC=C1)C)OCC(=O)NC(CC2=CC=CC=C2)C(CC(CC3=CC=CC=C3)NC(=O)C(C(C)C)N4CCCNC4=O)O
Atazanavir sulfate,CIDs00158550,#N/A,0,#N/A
