BiomarkerID	Biomarker_Name	Diseasename	ICD11	ICD10	ICD9
BM002726	Sal-like protein 1 (SALL1)	Inflammation	ICD-11: 1A00-CA43.1	.	.
BM002725	Sal-like protein 1 (SALL1)	Cardiovascular disease	ICD-11: BA00-BE2Z	ICD-10: I00-I99	.
BM001001	Secondary lymphoid-tissue chemokine (CCL21)	Rheumatoid arthritis	ICD-11: FA20	.	.
BM002669	Secreted frizzled related protein-4 (SFRP4)	Autosomal dominant polycystic kidney disease	ICD-11: GB81	ICD-10: Q61.2	ICD-9: 753.1
BM002695	Serine Racemase (SRR)	Coronary artery disease	ICD-11: BA80	ICD-10: I25.1, I25.4	.
BM003032	Serine/threonine-protein kinase B-raf  (BRAF)	Melanoma	ICD-11: 2C30	.	ICD-9: 172
BM003045	Serine/threonine-protein kinase B-raf  (BRAF)	Melanoma	ICD-11: 2C30	.	ICD-9: 172
BM003418	Serum albumin (ALB)	HIV infection	ICD-11: 1C62	ICD-10: B17.1, B18.2	.
BM003300	Serum albumin (ALB)	Hepatitis B	ICD-11: 1E51	ICD-10: B18.1	.
BM003482	Serum albumin (ALB)	Malaria	ICD-11: 1F40-1F4Z	ICD-10: B50-B54	.
BM002673	Serum albumin (ALB)	Acute graft versus host disease	ICD-11: 4B24.0	ICD-10: T86.0	ICD-9: 279.51
BM001936	Serum albumin (ALB)	Acute coronary syndrome	ICD-11: BA41	.	ICD-9: 411.1
BM001937	Serum albumin (ALB)	Myocardial infarction	ICD-11: BA41-BA43	.	ICD-9: 410
BM002114	Serum albumin (ALB)	Acute kidney injury	ICD-11: GB60	.	ICD-9: 584
BM002674	Serum amyloid A-1 protein (SAA1)	Glaucoma/ocular hypertension	ICD-11: 9C61	.	ICD-9: 365
BM002689	Sialic acid-binding Ig-like lectin 8 (SIGLEC8)	Eosinophilic disorders	ICD-11: 4B03.1	.	ICD-9: 530.13
BM002687	Signal transducer and activator of transcription 3 (STAT3)	Psoriatic arthritis	ICD-11: FA21	.	ICD-9: 696
BM002686	Single Ig IL-1-related receptor (SIGIRR)	Psoriatic arthritis	ICD-11: FA21	.	ICD-9: 696
BM002182	Small-inducible cytokine A11 (CCL11)	Amyotrophic lateral sclerosis	ICD-11: 8B60.0	.	ICD-9: 335.2
BM000443	Small-inducible cytokine A11 (CCL11)	Chronic obstructive pulmonary disease	ICD-11: CA22	ICD-10: J40-J44, J47	ICD-9: 490-492, 494-496
BM001435	Small-inducible cytokine A11 (CCL11)	Eosinophilic esophagitis	ICD-11: DA24.1	.	ICD-9: 530.13
BM003036	Smoothened homolog (SMO)	Medulloblastoma	ICD-11: 2A00.10	ICD-10: C71.6	.
BM002702	Sodium channel nonvoltage-gated 1 alpha (SCNN1A)	Hypertension	ICD-11: BA00-BA04	.	ICD-9: 401
BM002703	Sodium channel nonvoltage-gated 1 beta (SCNN1B)	Hypertension	ICD-11: BA00-BA04	.	ICD-9: 401
BM002704	Sodium channel nonvoltage-gated 1 gamma (SCNN1G)	Hypertension	ICD-11: BA00-BA04	.	ICD-9: 401
BM002722	Solute carrier family 12, member 1 (SLC12A1)	Hypertension	ICD-11: BA00-BA04	.	ICD-9: 401
BM002721	Solute carrier family 12, member 3 (SLC12A3)	Hypertension	ICD-11: BA00-BA04	.	ICD-9: 401
BM003585	Spectrin non-erythroid beta chain 1 (SPTBN1)	Tuberculosis	ICD-11: 1B10-1B1Z	ICD-10: A15-A19, B90	.
BM002732	Sphingomyelin (SM)	Dry eye disease	ICD-11: 9E1Z	.	ICD-9: 370.33
BM003280	Squamous cell carcinoma antigen 1 (SCCA-1)	Hepatitis B	ICD-11: 1E51	ICD-10: B18.1	.
BM001310	Steroid 11-beta-hydroxylase (CYP11B1)	Hypertension	ICD-11: BA00-BA04	.	ICD-9: 401
BM001311	Steroid 18-hydroxylase (CYP11B2)	Hypertension	ICD-11: BA00-BA04	.	ICD-9: 401
BM003357	Stromal cell-derived factor 1 (CXCL12)	HIV infection	ICD-11: 1C62	ICD-10: B17.1, B18.2	.
BM003206	Stromal cell-derived factor 1 (CXCL12)	Dengue	ICD-11: 1D20-1D2Z	ICD-10: A90, R50	.
BM003314	Stromal cell-derived factor 1 (CXCL12)	Hepatitis C	ICD-11: 1E51	ICD-10: B18.2	.
BM001264	Stromal cell-derived factor 1 (CXCL12)	Systemic sclerosis	ICD-11: 4A42	.	.
BM001268	Stromal cell-derived factor 1 (CXCL12)	Coronary artery disease	ICD-11: BA80	ICD-10: I25.1, I25.4	.
BM002700	Superoxide dismutase Cu-Zn (SOD Cu-Zn)	Amyotrophic lateral sclerosis	ICD-11: 8B60.0	.	ICD-9: 335.2
BM002174	Superoxide dismutase Mn (SOD Mn)	Osteoarthritis	ICD-11: FA00-FA05	.	ICD-9: 715
BM002175	Superoxide dismutase Mn (SOD Mn)	Osteoarthritis	ICD-11: FA00-FA05	.	ICD-9: 715
BM003377	Surface glycoprotein LFA-3 (CD58)	HIV infection	ICD-11: 1C62	ICD-10: B17.1, B18.2	.
BM003284	Surface glycoprotein LFA-3 (CD58)	Hepatitis B	ICD-11: 1E51	ICD-10: B18.1	.
BM002752	Surfactant Protein A (SP-A)	Systemic sclerosis	ICD-11: 4A42	.	.
BM002758	Synaptopodin (SYNPO)	Diabetic nephropathy	ICD-11: GB61.Z	.	ICD-9: 250.4
BM002760	Syndecan-1 (SDC1)	Acute graft versus host disease	ICD-11: 4B24.0	ICD-10: T86.0	ICD-9: 279.51
BM002762	Syndecan-1 (SDC1)	Acute graft versus host disease	ICD-11: 4B24.0	ICD-10: T86.0	ICD-9: 279.51
BM002764	Syndecan-1 (SDC1)	Acute graft versus host disease	ICD-11: 4B24.0	ICD-10: T86.0	ICD-9: 279.51
BM002759	Syndecan-1 (SDC1)	Acute graft versus host disease	ICD-11: 4B24.0	ICD-10: T86.0	ICD-9: 279.51
BM002127	TAR DNA binding protein 43 (TARDBP)	Frontotemporal lobar degeneration	ICD-11: 8A23	.	ICD-9: 331.1
BM000615	TAR DNA binding protein 43 (TARDBP)	Amyotrophic lateral sclerosis	ICD-11: 8B60.0	.	ICD-9: 335.2
BM002883	Tartrate-resistant acid phosphatase type 5 (ACP5)	Osteoarthritis	ICD-11: FA00-FA05	.	ICD-9: 715
BM003589	T-cell activation antigen CD27 (CD27)	Tuberculosis	ICD-11: 1B10-1B1Z	ICD-10: A15-A19, B90	.
BM003442	T-cell activation antigen CD27 (CD27)	Influenza	ICD-11: 1E30-1E32?	.	.
BM003399	T-cell antigen CD7 (CD7)	HIV infection	ICD-11: 1C62	ICD-10: B17.1, B18.2	.
BM003405	T-cell surface antigen CD2 (CD2)	HIV infection	ICD-11: 1C62	ICD-10: B17.1, B18.2	.
BM003518	T-cell surface glycoprotein CD4 (CD4)	Salmonella infection	ICD-11: 1A08	ICD-10: A02.0, A02.8	.
BM003595	T-cell surface glycoprotein CD4 (CD4)	Tuberculosis	ICD-11: 1B10-1B1Z	ICD-10: A15-A19, B90	.
BM003515	T-cell surface glycoprotein CD4 (CD4)	Rheumatic fever	ICD-11: 1B40-1B42	ICD-10: R50	.
BM003576	T-cell surface glycoprotein CD4 (CD4)	Toxic shock syndrome	ICD-11: 1B52	ICD-10: A48.3	.
BM003421	T-cell surface glycoprotein CD4 (CD4)	HIV infection	ICD-11: 1C62	ICD-10: B17.1, B18.2	.
BM003245	T-cell surface glycoprotein CD4 (CD4)	Dengue	ICD-11: 1D20-1D2Z	ICD-10: A90, R50	.
BM003455	T-cell surface glycoprotein CD4 (CD4)	Influenza	ICD-11: 1E30-1E32?	.	.
BM003504	T-cell surface glycoprotein CD4 (CD4)	Measles	ICD-11: 1F03	.	.
BM003160	T-cell surface glycoprotein CD4 (CD4)	Candidosis	ICD-11: 1F23	.	.
BM003484	T-cell surface glycoprotein CD4 (CD4)	Malaria	ICD-11: 1F40-1F4Z	ICD-10: B50-B54	.
BM003584	T-cell surface glycoprotein CD4 (CD4)	Toxoplasmosis	ICD-11: 1F57	ICD-10: B58	.
BM003539	T-cell surface glycoprotein CD4 (CD4)	Sepsis	ICD-11: 1G40-1G41	.	.
BM001035	T-cell surface glycoprotein CD4 (CD4)	Idiopathic pulmonary fibrosis	ICD-11: CB03.4	ICD-10: J84.1	ICD-9: 516.3
BM001037	T-cell surface glycoprotein CD4 (CD4)	Idiopathic pulmonary fibrosis	ICD-11: CB03.4	ICD-10: J84.1	ICD-9: 516.3
BM001039	T-cell surface glycoprotein CD4 (CD4)	Idiopathic pulmonary fibrosis	ICD-11: CB03.4	ICD-10: J84.1	ICD-9: 516.3
BM003407	T-cell surface glycoprotein CD5 (CD5)	HIV infection	ICD-11: 1C62	ICD-10: B17.1, B18.2	.
BM003229	T-cell-specific protein RANTES (CCL5)	Dengue	ICD-11: 1D20-1D2Z	ICD-10: A90, R50	.
BM001004	T-cell-specific protein RANTES (CCL5)	Acute graft versus host disease	ICD-11: 4B24.0	ICD-10: T86.0	ICD-9: 279.51
BM001006	T-cell-specific protein RANTES (CCL5)	Dry eye disease	ICD-11: 9E1Z	.	ICD-9: 370.33
BM003396	T-cell-specific surface glycoprotein CD28 (CD28)	HIV infection	ICD-11: 1C62	ICD-10: B17.1, B18.2	.
BM001034	T-cell-specific surface glycoprotein CD28 (CD28)	Idiopathic pulmonary fibrosis	ICD-11: CB03.4	ICD-10: J84.1	ICD-9: 516.3
BM001036	T-cell-specific surface glycoprotein CD28 (CD28)	Idiopathic pulmonary fibrosis	ICD-11: CB03.4	ICD-10: J84.1	ICD-9: 516.3
BM001038	T-cell-specific surface glycoprotein CD28 (CD28)	Idiopathic pulmonary fibrosis	ICD-11: CB03.4	ICD-10: J84.1	ICD-9: 516.3
BM002694	Telomerase-binding protein EST1A (SMG6)	Coronary artery disease	ICD-11: BA80	ICD-10: I25.1, I25.4	.
BM002749	Tenascin (TNC)	Asthma	ICD-11: CA23	ICD-10: J45, J45.8	ICD-9: 493
BM001096	Tetranectin (CLEC3B)	Osteoarthritis	ICD-11: FA00-FA05	.	ICD-9: 715
BM002997	Tetranectin (CLEC3B)	Osteoarthritis	ICD-11: FA00-FA05	.	ICD-9: 715
BM003172	TGF-beta receptor type I (TGFBR1)	Chagas disease	ICD-11: IF53	.	.
BM000573	Thiopurine S-methyltransferase (TPMT)	Myasthenia gravis	ICD-11: 8C6Y	ICD-10: G70.0	ICD-9: 358
BM002854	Thiopurine S-methyltransferase (TPMT)	Myasthenia gravis	ICD-11: 8C6Y	ICD-10: G70.0	ICD-9: 358
BM003397	Thioredoxin (TXN)	HIV infection	ICD-11: 1C62	ICD-10: B17.1, B18.2	.
BM003236	Thrombomodulin (THBD)	Dengue	ICD-11: 1D20-1D2Z	ICD-10: A90, R50	.
BM003293	Thrombomodulin (THBD)	Hepatitis B	ICD-11: 1E51	ICD-10: B18.1	.
BM003477	Thrombomodulin (THBD)	Malaria	ICD-11: 1F40-1F4Z	ICD-10: B50-B54	.
BM003390	Tissue factor (F3)	HIV infection	ICD-11: 1C62	ICD-10: B17.1, B18.2	.
BM002799	Tissue inhibitor of matrix metalloproteinase (TIMP)	Osteoarthritis	ICD-11: FA00-FA05	.	ICD-9: 715
BM002800	Tissue inhibitor of matrix metalloproteinase (TIMP)	Osteoarthritis	ICD-11: FA00-FA05	.	ICD-9: 715
BM002071	Tissue inhibitor of metalloproteinase (TIMP 1)	Bronchopulmonary dysplasia	ICD-11: KB29.0	ICD-10: P27.1	ICD-9: 770.7
BM002797	Tissue inhibitor of metalloproteinase (TIMP 1)	Heart failure	ICD-11: BD10-BD13	ICD-10: I50, I50.9	ICD-9: 428
BM003251	Tissue-type plasminogen activator (PLAT)	Dengue	ICD-11: 1D20-1D2Z	ICD-10: A90, R50	.
BM003542	Tissue-type plasminogen activator (PLAT)	Sepsis	ICD-11: 1G40-1G41	.	.
BM002994	Tissue-type plasminogen activator (PLAT)	Peripheral arterial disease	ICD-11: BD4Z	ICD-10: I73, I73.9	ICD-9: 443
BM003207	T-lymphocyte activation antigen CD86 (FUN1)	Dengue	ICD-11: 1D20-1D2Z	ICD-10: A90, R50	.
BM003438	T-lymphocyte activation antigen CD86 (FUN1)	Influenza	ICD-11: 1E30-1E32?	.	.
BM003277	T-lymphocyte activation antigen CD86 (FUN1)	Hepatitis B	ICD-11: 1E51	ICD-10: B18.1	.
BM001781	TNF receptor-associated factor 2 (TRAF2)	Acute graft versus host disease	ICD-11: 4B24.0	ICD-10: T86.0	ICD-9: 279.51
BM002822	TNF receptor-associated factor 2 (TRAF2)	Acute graft versus host disease	ICD-11: 4B24.0	ICD-10: T86.0	ICD-9: 279.51
BM002821	TNF receptor-associated factor 2 (TRAF2)	Diabetic nephropathy	ICD-11: GB61.Z	.	ICD-9: 250.4
BM001734	TNF related activation protein (CD40LG)	Kidney transplant rejection	ICD-11: NE84	.	ICD-9: 996.81
BM003364	TNF related activation protein (CD40LG)	HIV infection	ICD-11: 1C62	ICD-10: B17.1, B18.2	.
BM003212	TNF related activation protein (CD40LG)	Dengue	ICD-11: 1D20-1D2Z	ICD-10: A90, R50	.
BM003441	TNF related activation protein (CD40LG)	Influenza	ICD-11: 1E30-1E32?	.	.
BM001042	TNF related activation protein (CD40LG)	Acute coronary syndrome	ICD-11: BA41	.	ICD-9: 411.1
BM000278	TNF related activation protein (CD40LG)	Myocardial infarction	ICD-11: BA41-BA43	.	ICD-9: 410
BM003354	TNF related apoptosis inducing ligand (TNFSF10)	HIV infection	ICD-11: 1C62	ICD-10: B17.1, B18.2	.
BM003492	TNF related apoptosis inducing ligand (TNFSF10)	Measles	ICD-11: 1F03	.	.
BM003253	Toll-like receptor 2 (TLR2)	Dengue	ICD-11: 1D20-1D2Z	ICD-10: A90, R50	.
BM003458	Toll-like receptor 2 (TLR2)	Influenza	ICD-11: 1E30-1E32?	.	.
BM003306	Toll-like receptor 2 (TLR2)	Hepatitis B	ICD-11: 1E51	ICD-10: B18.1	.
BM003256	Toll-like receptor 4 (TLR4)	Dengue	ICD-11: 1D20-1D2Z	ICD-10: A90, R50	.
BM003307	Toll-like receptor 4 (TLR4)	Hepatitis B	ICD-11: 1E51	ICD-10: B18.1	.
BM003490	Toll-like receptor 4 (TLR4)	Malaria	ICD-11: 1F40-1F4Z	ICD-10: B50-B54	.
BM002802	Toll-like receptor 4 (TLR4)	Multiple sclerosis	ICD-11: 8A40	.	ICD-9: 340
BM003195	Toll-like receptor 9 (TLR9)	Dengue	ICD-11: 1D20-1D2Z	ICD-10: A90, R50	.
BM003466	Toll-like receptor 9 (TLR9)	Malaria	ICD-11: 1F40-1F4Z	ICD-10: B50-B54	.
BM000651	Trace amine-associated receptor 8 (TAAR8)	Parkinson disease	ICD-11: 8A00.0	.	ICD-9: 332
BM002216	Tracheobronchial mucin 5A (MUC5AC)	Dry eye disease	ICD-11: 9E1Z	.	ICD-9: 370.33
BM002776	Transcription factor 21 (TCF21)	Coronary artery disease	ICD-11: BA80	ICD-10: I25.1, I25.4	.
BM002688	Transcription factor 7 (TCF7)	Psoriatic arthritis	ICD-11: FA21	.	ICD-9: 696
BM003001	Transcription factor p65 (RELA)	Inflammation	ICD-11: 1A00-CA43.1	.	.
BM002278	Transcription factor p65 (RELA)	Breast cancer	ICD-11: 2C60-2C65	.	.
BM003000	Transcription factor p65 (RELA)	Cardiovascular disease	ICD-11: BA00-BE2Z	ICD-10: I00-I99	.
BM002861	Transferase B, 1-3-galactosyltransferase(ABO)	Inflammation	ICD-11: 1A00-CA43.1	.	.
BM002863	Transferase B, 1-3-galactosyltransferase(ABO)	Inflammation	ICD-11: 1A00-CA43.1	.	.
BM002869	Transferase B, 1-3-galactosyltransferase(ABO)	Inflammation	ICD-11: 1A00-CA43.1	.	.
BM002871	Transferase B, 1-3-galactosyltransferase(ABO)	Inflammation	ICD-11: 1A00-CA43.1	.	.
BM002857	Transferase B, 1-3-galactosyltransferase(ABO)	Cardiovascular disease	ICD-11: BA00-BE2Z	ICD-10: I00-I99	.
BM002859	Transferase B, 1-3-galactosyltransferase(ABO)	Cardiovascular disease	ICD-11: BA00-BE2Z	ICD-10: I00-I99	.
BM002865	Transferase B, 1-3-galactosyltransferase(ABO)	Cardiovascular disease	ICD-11: BA00-BE2Z	ICD-10: I00-I99	.
BM002867	Transferase B, 1-3-galactosyltransferase(ABO)	Cardiovascular disease	ICD-11: BA00-BE2Z	ICD-10: I00-I99	.
BM003481	Transferrin receptor protein 1 (TFRC)	Malaria	ICD-11: 1F40-1F4Z	ICD-10: B50-B54	.
BM001509	Transferrin receptor protein 1 (TFRC)	Iron-deficiency anemia	ICD-11: 3A00	.	ICD-9: 280
BM002872	Transforming growth factor beta 1 (TGFB1)	Bronchopulmonary dysplasia	ICD-11: KB29.0	ICD-10: P27.1	ICD-9: 770.7
BM002873	Transforming growth factor beta 1 (TGFB1)	Bronchopulmonary dysplasia	ICD-11: KB29.0	ICD-10: P27.1	ICD-9: 770.7
BM003303	Transforming growth factor beta 1 (TGFB1)	Hepatitis B	ICD-11: 1E51	ICD-10: B18.1	.
BM000416	Transforming growth factor beta 1 (TGFB1)	Acute graft versus host disease	ICD-11: 4B24.0	ICD-10: T86.0	ICD-9: 279.51
BM002781	Transforming growth factor beta 1 (TGFB1)	Acute graft versus host disease	ICD-11: 4B24.0	ICD-10: T86.0	ICD-9: 279.51
BM002878	Transthyretin (TTR)	Schizophrenia	ICD-11: 6A20	.	.
BM001302	Transthyretin (TTR)	Amyotrophic lateral sclerosis	ICD-11: 8B60.0	.	ICD-9: 335.2
BM001514	Transthyretin (TTR)	Amyotrophic lateral sclerosis	ICD-11: 8B60.0	.	ICD-9: 335.2
BM002887	Triacylglycerides (TAGs)	Dry eye disease	ICD-11: 9E1Z	.	ICD-9: 370.33
BM002895	Troponin I (TnI)	Myocardial infarction	ICD-11: BA41-BA43	.	ICD-9: 410
BM001125	Troponin I (TnI)	Arteriosclerosis	ICD-11: BD40	ICD-10: I70	.
BM002891	Troponin T, slow skeletal muscle (TNNT1)	Critical illness	ICD-11: N.A.	.	.
BM002894	Troponin T, slow skeletal muscle (TNNT1)	Sepsis	ICD-11: 1G40-1G41	.	ICD-9: 995.91
BM002888	Troponin T, slow skeletal muscle (TNNT1)	Acute coronary syndrome	ICD-11: BA41	.	ICD-9: 411.1
BM002889	Troponin T, slow skeletal muscle (TNNT1)	Acute myocardial infarction	ICD-11: BA41	.	ICD-9: 410
BM002896	Troponin T, slow skeletal muscle (TNNT1)	Myocardial infarction	ICD-11: BA41-BA43	.	ICD-9: 410
BM002899	Troponin T, slow skeletal muscle (TNNT1)	Pulmonary embolism	ICD-11: BB00	ICD-10: I26, I26.0	ICD-9: 415.1
BM002892	Troponin T, slow skeletal muscle (TNNT1)	Pulmonary arterial hypertension	ICD-11: BB01.0	.	ICD-9: 416
BM001124	Troponin T, slow skeletal muscle (TNNT1)	Arteriosclerosis	ICD-11: BD40	ICD-10: I70	.
BM002890	Troponin T, slow skeletal muscle (TNNT1)	Chronic kidney disease	ICD-11: GB61	ICD-10: N18, N18.9	.
BM002900	Trypsin-2 (PRSS2)	Bronchopulmonary dysplasia	ICD-11: KB29.0	ICD-10: P27.1	ICD-9: 770.7
BM000010	Tubulin beta-3 chain (TUBB3)	Non-small-cell lung cancer	ICD-11: 2C25.Y	.	ICD-9: 162
BM001803	Tumor necrosis factor (TNF)	Bronchopulmonary dysplasia	ICD-11: KB29.0	ICD-10: P27.1	ICD-9: 770.7
BM003598	Tumor necrosis factor (TNF)	Tuberculosis	ICD-11: 1B10-1B1Z	ICD-10: A15-A19, B90	.
BM003578	Tumor necrosis factor (TNF)	Toxic shock syndrome	ICD-11: 1B52	ICD-10: A48.3	.
BM003424	Tumor necrosis factor (TNF)	HIV infection	ICD-11: 1C62	ICD-10: B17.1, B18.2	.
BM003249	Tumor necrosis factor (TNF)	Dengue	ICD-11: 1D20-1D2Z	ICD-10: A90, R50	.
BM003610	Tumor necrosis factor (TNF)	West nile virus infection	ICD-11: 1D46	ICD-10: A92.3	.
BM003457	Tumor necrosis factor (TNF)	Influenza	ICD-11: 1E30-1E32?	.	.
BM003302	Tumor necrosis factor (TNF)	Hepatitis B	ICD-11: 1E51	ICD-10: B18.1	.
BM003506	Tumor necrosis factor (TNF)	Measles	ICD-11: 1F03	.	.
BM003487	Tumor necrosis factor (TNF)	Malaria	ICD-11: 1F40-1F4Z	ICD-10: B50-B54	.
BM003163	Tumor necrosis factor (TNF)	Chagas disease	ICD-11: IF53	.	.
BM003465	Tumor necrosis factor (TNF)	Leishmaniasis	ICD-11: 1F54	ICD-10: B55, B55.9	.
BM003540	Tumor necrosis factor (TNF)	Sepsis	ICD-11: 1G40-1G41	.	.
BM001875	Tumor necrosis factor (TNF)	Advanced cancer	ICD-11: 2A00-2F9Z	ICD-10: C00-C96	ICD-9: 140-229
BM001931	Tumor necrosis factor (TNF)	Non-small-cell lung cancer	ICD-11: 2C25.Y	.	.
BM000020	Tumor necrosis factor (TNF)	Melanoma	ICD-11: 2C30	.	ICD-9: 172
BM001610	Tumor necrosis factor (TNF)	Acute graft versus host disease	ICD-11: 4B24.0	ICD-10: T86.0	ICD-9: 279.51
BM002823	Tumor necrosis factor (TNF)	Acute graft versus host disease	ICD-11: 4B24.0	ICD-10: T86.0	ICD-9: 279.51
BM002805	Tumor necrosis factor (TNF)	Acute graft versus host disease	ICD-11: 4B24.0	ICD-10: T86.0	.
BM002806	Tumor necrosis factor (TNF)	Graft-versus-host disease	ICD-11: 4B24	.	ICD-9: 279.5
BM002827	Tumor necrosis factor (TNF)	Mucopolysaccharidosis	ICD-11: 5C56.3	.	ICD-9: 277.5
BM002908	Tumor necrosis factor (TNF)	Parkinson disease	ICD-11: 8A00.0	.	ICD-9: 332
BM002826	Tumor necrosis factor (TNF)	Multiple sclerosis	ICD-11: 8A40	.	ICD-9: 340
BM001765	Tumor necrosis factor (TNF)	Myalgic encephalomyelitis	ICD-11: 8E49	ICD-10: G93	ICD-9: 780.71
BM001814	Tumor necrosis factor (TNF)	Myalgic encephalomyelitis	ICD-11: 8E49	ICD-10: G93	ICD-9: 780.71
BM001883	Tumor necrosis factor (TNF)	Myalgic encephalomyelitis	ICD-11: 8E49	ICD-10: G93	ICD-9: 780.71
BM002363	Tumor necrosis factor (TNF)	Myalgic encephalomyelitis	ICD-11: 8E49	ICD-10: G93	ICD-9: 780.71
BM002807	Tumor necrosis factor (TNF)	Dry eye disease	ICD-11: 9E1Z	.	ICD-9: 370.33
BM002825	Tumor necrosis factor (TNF)	Heart failure	ICD-11: BD10-BD13	ICD-10: I50, I50.9	ICD-9: 428
BM001212	Tumor necrosis factor (TNF)	Premature atherosclerosis	ICD-11: BD40	.	.
BM002824	Tumor necrosis factor (TNF)	Chronic obstructive pulmonary disease	ICD-11: CA22	ICD-10: J44, J44.9	.
BM000585	Tumor necrosis factor (TNF)	Chronic obstructive pulmonary disease	ICD-11: CA22	ICD-10: J44, J44.9	.
BM002808	Tumor necrosis factor (TNF)	Non-alcoholic steatohepatitis	ICD-11: DB92.1	ICD-10: K75.8	ICD-9: 571.8
BM002035	Tumor necrosis factor (TNF)	Inflammatory bowel disease	ICD-11: DD72	ICD-10: K50-K52	.
BM002045	Tumor necrosis factor (TNF)	Inflammatory bowel disease	ICD-11: DD72	ICD-10: K50-K52	.
BM000584	Tumor necrosis factor (TNF)	Psoriasis vulgaris	ICD-11: EA90	.	ICD-9: 696
BM001249	Tumor necrosis factor (TNF)	Psoriasis vulgaris	ICD-11: EA90	.	ICD-9: 696
BM002809	Tumor necrosis factor (TNF)	Rheumatoid arthritis	ICD-11: FA20	.	.
BM003375	Tumor necrosis factor receptor type I (TNF-R1)	HIV infection	ICD-11: 1C62	ICD-10: B17.1, B18.2	.
BM003525	Tumor necrosis factor receptor type I (TNF-R1)	Sepsis	ICD-11: 1G40-1G41	.	.
BM001611	Tumor necrosis factor receptor type I (TNF-R1)	Acute graft versus host disease	ICD-11: 4B24.0	ICD-10: T86.0	ICD-9: 279.51
BM001780	Tumor necrosis factor receptor type I (TNF-R1)	Acute graft versus host disease	ICD-11: 4B24.0	ICD-10: T86.0	ICD-9: 279.51
BM002814	Tumor necrosis factor receptor type I (TNF-R1)	Acute graft versus host disease	ICD-11: 4B24.0	ICD-10: T86.0	ICD-9: 279.51
BM002818	Tumor necrosis factor receptor type I (TNF-R1)	Acute graft versus host disease	ICD-11: 4B24.0	ICD-10: T86.0	ICD-9: 279.51
BM002819	Tumor necrosis factor receptor type I (TNF-R1)	Acute graft versus host disease	ICD-11: 4B24.0	ICD-10: T86.0	ICD-9: 279.51
BM002815	Tumor necrosis factor receptor type I (TNF-R1)	Acute graft versus host disease	ICD-11: 4B24.0	ICD-10: T86.0	ICD-9: 279.51
BM002816	Tumor necrosis factor receptor type I (TNF-R1)	Graft-versus-host disease	ICD-11: 4B24	.	ICD-9: 279.5
BM002817	Tumor necrosis factor receptor type I (TNF-R1)	Graft-versus-host disease	ICD-11: 4B24	.	ICD-9: 279.5
BM003524	Tumor necrosis factor receptor type II (TNF-R2)	Sepsis	ICD-11: 1G40-1G41	.	.
BM002744	Tumor necrosis factor receptor type II (TNF-R2)	Breast cancer	ICD-11: 2C60-2C65	.	.
BM002912	Type IV collagen (C-IV)	Bronchopulmonary dysplasia	ICD-11: KB29.0	ICD-10: P27.1	ICD-9: 770.7
BM002911	Type IV collagen (C-IV)	Diabetic nephropathy	ICD-11: GB61.Z	.	ICD-9: 250.4
BM001608	Tyrosine-protein kinase Kit (SCFR)	Acute graft versus host disease	ICD-11: 4B24.0	ICD-10: T86.0	ICD-9: 279.51
BM002668	Tyrosine-protein kinase Kit (SCFR)	Acute graft versus host disease	ICD-11: 4B24.0	ICD-10: T86.0	ICD-9: 279.51
BM002919	Ubiquitin-conjugating enzyme E2 Z (UBE2Z)	Coronary artery disease	ICD-11: BA80	ICD-10: I25.1, I25.4	.
BM002921	Undercarboxylated matrix-carboxyglutamic acid protein (ucMGP)	Chronic kidney disease	ICD-11: GB61	ICD-10: N18, N18.9	.
BM003348	Urokinase plasminogen activator surface receptor (PLAUR)	HIV infection	ICD-11: 1C62	ICD-10: B17.1, B18.2	.
BM003269	Urokinase plasminogen activator surface receptor (PLAUR)	Hepatitis B	ICD-11: 1E51	ICD-10: B18.1	.
BM002715	Urokinase plasminogen activator surface receptor (PLAUR)	Focal segmental glomerulonephritis	ICD-11: GB4Y	.	ICD-9: 581
BM003428	Urokinase-type plasminogen activator (PLAU)	HIV infection	ICD-11: 1C62	ICD-10: B17.1, B18.2	.
BM003305	Urokinase-type plasminogen activator (PLAU)	Hepatitis B	ICD-11: 1E51	ICD-10: B18.1	.
BM000206	Urokinase-type plasminogen activator (PLAU)	Breast cancer	ICD-11: 2C60-2C65	.	.
BM000601	Uromodulin (UMOD)	Hypertension	ICD-11: BA00-BA04	.	ICD-9: 401
BM000310	Uteroglobin (Scgb1a1)	Bronchopulmonary dysplasia	ICD-11: KB29.0	ICD-10: P27.1	ICD-9: 770.7
BM001133	Uteroglobin (Scgb1a1)	Bronchopulmonary dysplasia	ICD-11: KB29.0	ICD-10: P27.1	ICD-9: 770.7
BM002918	Vacuolar-sorting protein SNF8 (SNF8)	Coronary artery disease	ICD-11: BA80	ICD-10: I25.1, I25.4	.
BM002128	Valosin-containing protein p97 (VCP)	Frontotemporal lobar degeneration	ICD-11: 8A23	.	ICD-9: 331.1
BM003376	Vascular cell adhesion protein 1 (VCAM1)	HIV infection	ICD-11: 1C62	ICD-10: B17.1, B18.2	.
BM003219	Vascular cell adhesion protein 1 (VCAM1)	Dengue	ICD-11: 1D20-1D2Z	ICD-10: A90, R50	.
BM003601	Vascular cell adhesion protein 1 (VCAM1)	West nile virus infection	ICD-11: 1D46	ICD-10: A92.3	.
