DiseaseID	gene_symbol	hgnc_id	gene_url	DiseaseName	disease_url	mode_of_inheritance	dosage_haploinsufficiency_assertion	dosage_triplosensitivity_assertion	dosage_report	dosage_group	gene_disease_validity_assertion_classifications	gene_disease_validity_assertion_reports	gene_disease_validity_gceps	actionability_assertion_classifications	actionability_assertion_reports	actionability_groups
MONDO:0033555	RAC2	HGNC:9802	https://search.clinicalgenome.org/kb/genes/HGNC:9802	immunodeficiency 73c with defective neutrophil chemotaxis and hypogammaglobulinemia	https://search.clinicalgenome.org/kb/conditions/MONDO:0033555	Autosomal recessive inheritance					moderate evidence (10/19/2021)	https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_8191c879-cc6a-4c5e-9ceb-7101aa7cbc15-2021-10-19T154613.500Z	Antibody Deficiencies GCEP			
MONDO:0037858	CPT1B	HGNC:2329	https://search.clinicalgenome.org/kb/genes/HGNC:2329	inherited fatty acid metabolism disorder	https://search.clinicalgenome.org/kb/conditions/MONDO:0037858	Mode of inheritance					no known disease relationship (01/25/2021)	https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_cfcd80c7-d806-41cf-8c3a-7ba955919537-2021-01-25T194946.827Z	Fatty Acid Oxidation Disorders			
MONDO:0037940	CDH23	HGNC:13733	https://search.clinicalgenome.org/kb/genes/HGNC:13733	inherited auditory system disease	https://search.clinicalgenome.org/kb/conditions/MONDO:0037940		30 - Gene Associated with Autosomal Recessive Phenotype (08/22/2016)		https://search.clinicalgenome.org/kb/gene-dosage/HGNC:13733	Dosage Working Group						
MONDO:0042486	GREM1	HGNC:2001	https://search.clinicalgenome.org/kb/genes/HGNC:2001	polyposis syndrome, hereditary mixed, 1	https://search.clinicalgenome.org/kb/conditions/MONDO:0042486		0 - No Evidence for Haploinsufficiency (08/20/2020)	0 - No Evidence for Haploinsufficiency (08/20/2020)	https://search.clinicalgenome.org/kb/gene-dosage/HGNC:2001	Dosage Working Group				Limited Actionability (08/03/2018)	https://search.clinicalgenome.org/kb/gene-validity/https://actionability.clinicalgenome.org/ac/Adult/ui/stg2SummaryRpt?doc=AC154	Adult Actionability Working Group
MONDO:0042982	GATA2	HGNC:4171	https://search.clinicalgenome.org/kb/genes/HGNC:4171	GATA2 deficiency with susceptibility to MDS/AML	https://search.clinicalgenome.org/kb/conditions/MONDO:0042982	Autosomal dominant inheritance	3 - Sufficient Evidence for Haploinsufficiency (06/04/2015)	0 - No Evidence for Haploinsufficiency (06/04/2015)	https://search.clinicalgenome.org/kb/gene-dosage/HGNC:4171	Dosage Working Group	definitive evidence (08/18/2019)	https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_7c0449f7-e20b-4610-95ad-896eee265492-2019-08-18T160000.000Z	Hereditary Cancer			
MONDO:0044207	CEBPE	HGNC:1836	https://search.clinicalgenome.org/kb/genes/HGNC:1836	specific granule deficiency 1	https://search.clinicalgenome.org/kb/conditions/MONDO:0044207		30 - Gene Associated with Autosomal Recessive Phenotype (08/22/2016)		https://search.clinicalgenome.org/kb/gene-dosage/HGNC:1836	Dosage Working Group						
MONDO:0044299	PREPL	HGNC:30228	https://search.clinicalgenome.org/kb/genes/HGNC:30228	myasthenic syndrome, congenital, 22	https://search.clinicalgenome.org/kb/conditions/MONDO:0044299		30 - Gene Associated with Autosomal Recessive Phenotype (03/21/2012)	0 - No Evidence for Haploinsufficiency (03/21/2012)	https://search.clinicalgenome.org/kb/gene-dosage/HGNC:30228	Dosage Working Group						
MONDO:0044300	MSH3	HGNC:7326	https://search.clinicalgenome.org/kb/genes/HGNC:7326	familial adenomatous polyposis 4	https://search.clinicalgenome.org/kb/conditions/MONDO:0044300		30 - Gene Associated with Autosomal Recessive Phenotype (05/08/2020)	0 - No Evidence for Haploinsufficiency (05/08/2020)	https://search.clinicalgenome.org/kb/gene-dosage/HGNC:7326	Dosage Working Group						
MONDO:0044304	DNAJC12	HGNC:28908	https://search.clinicalgenome.org/kb/genes/HGNC:28908	hyperphenylalaninemia due to DNAJC12 deficiency	https://search.clinicalgenome.org/kb/conditions/MONDO:0044304	Autosomal recessive inheritance					definitive evidence (01/11/2021)	https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_500ad0d5-2871-4b25-a96f-0c0816524a4b-2021-01-11T184823.935Z	Aminoacidopathy			
MONDO:0044316	MPIG6B	HGNC:13937	https://search.clinicalgenome.org/kb/genes/HGNC:13937	thrombocytopenia, anemia, and myelofibrosis	https://search.clinicalgenome.org/kb/conditions/MONDO:0044316	Autosomal recessive inheritance					definitive evidence (10/28/2020)	https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_03b93956-5abe-41f2-ba14-1e57952606b3-2020-10-28T160000.000Z	Hemostasis Thrombosis			
MONDO:0044323	H1-4	HGNC:4718	https://search.clinicalgenome.org/kb/genes/HGNC:4718	Rahman syndrome	https://search.clinicalgenome.org/kb/conditions/MONDO:0044323		3 - Sufficient Evidence for Haploinsufficiency (06/26/2019)	0 - No Evidence for Haploinsufficiency (06/26/2019)	https://search.clinicalgenome.org/kb/gene-dosage/HGNC:4718	Dosage Working Group						
MONDO:0044327	LRP5	HGNC:6697	https://search.clinicalgenome.org/kb/genes/HGNC:6697	polycystic liver disease 4 with or without kidney cysts	https://search.clinicalgenome.org/kb/conditions/MONDO:0044327	Autosomal dominant inheritance	2 - Emerging Evidence for Haploinsufficiency (12/20/2021)	0 - No Evidence for Haploinsufficiency (12/20/2021)	https://search.clinicalgenome.org/kb/gene-dosage/HGNC:6697	Dosage Working Group	limited evidence (08/12/2020)	https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_dd2a14d4-0c98-4b0d-bee8-a0c5f3550009-2020-08-12T160000.000Z	Kidney Cystic and Ciliopathy Disorders			
MONDO:0044635	DIAPH1	HGNC:2876	https://search.clinicalgenome.org/kb/genes/HGNC:2876	diaph1-related sensorineural hearing loss-thrombocytopenia syndrome	https://search.clinicalgenome.org/kb/conditions/MONDO:0044635	Autosomal dominant inheritance					definitive evidence (01/05/2018)	https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_43c017fd-ce70-4fbe-ad30-90f216adaa7d-2018-01-05T170000.000Z	Hearing Loss			
MONDO:0044724	TIMM50	HGNC:23656	https://search.clinicalgenome.org/kb/genes/HGNC:23656	3-methylglutaconic aciduria type 9	https://search.clinicalgenome.org/kb/conditions/MONDO:0044724	Autosomal recessive inheritance					definitive evidence (10/25/2021)	https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_92bd34f9-b744-4246-b50f-cfa8ab95597b-2021-10-25T202158.414Z	General Inborn Errors of Metabolism			
MONDO:0054549	PEX3	HGNC:8858	https://search.clinicalgenome.org/kb/genes/HGNC:8858	peroxisome biogenesis disorder 10B	https://search.clinicalgenome.org/kb/conditions/MONDO:0054549		30 - Gene Associated with Autosomal Recessive Phenotype (08/22/2016)	0 - No Evidence for Haploinsufficiency (08/22/2016)	https://search.clinicalgenome.org/kb/gene-dosage/HGNC:8858	Dosage Working Group						
MONDO:0054577	FLI1	HGNC:3749	https://search.clinicalgenome.org/kb/genes/HGNC:3749	bleeding disorder, platelet-type, 21	https://search.clinicalgenome.org/kb/conditions/MONDO:0054577	Autosomal dominant inheritance					moderate evidence (04/28/2021)	https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_dd0eaa15-3ee7-4db7-9920-c380757ece33-2021-04-28T160000.000Z	Hemostasis Thrombosis			
MONDO:0054581	SALL1	HGNC:10524	https://search.clinicalgenome.org/kb/genes/HGNC:10524	Townes-Brocks syndrome 1	https://search.clinicalgenome.org/kb/conditions/MONDO:0054581		1 - Little Evidence for Haploinsufficiency (01/27/2021)	0 - No Evidence for Haploinsufficiency (01/27/2021)	https://search.clinicalgenome.org/kb/gene-dosage/HGNC:10524	Dosage Working Group						
MONDO:0054588	PPP1CB	HGNC:9282	https://search.clinicalgenome.org/kb/genes/HGNC:9282	Noonan syndrome-like disorder with loose anagen hair 2	https://search.clinicalgenome.org/kb/conditions/MONDO:0054588									Has Insufficient Evidence for Actionability Based on Early Rule-out (06/01/2021) | Has Insufficient Evidence for Actionability Based on Early Rule-out (06/01/2021)	https://search.clinicalgenome.org/kb/gene-validity/https://actionability.clinicalgenome.org/ac/Adult/ui/stg2SummaryRpt?doc=AC1026 | https://search.clinicalgenome.org/kb/gene-validity/https://actionability.clinicalgenome.org/ac/Pediatric/ui/stg2SummaryRpt?doc=AC1026	Adult Actionability Working Group | Pediatric Actionability Working Group
MONDO:0054637	SHOC2	HGNC:15454	https://search.clinicalgenome.org/kb/genes/HGNC:15454	Noonan syndrome-like disorder with loose anagen hair 1	https://search.clinicalgenome.org/kb/conditions/MONDO:0054637		0 - No Evidence for Haploinsufficiency (09/25/2018)	0 - No Evidence for Haploinsufficiency (09/25/2018)	https://search.clinicalgenome.org/kb/gene-dosage/HGNC:15454	Dosage Working Group				Has Insufficient Evidence for Actionability Based on Early Rule-out (06/01/2021) | Has Insufficient Evidence for Actionability Based on Early Rule-out (06/01/2021)	https://search.clinicalgenome.org/kb/gene-validity/https://actionability.clinicalgenome.org/ac/Adult/ui/stg2SummaryRpt?doc=AC1026 | https://search.clinicalgenome.org/kb/gene-validity/https://actionability.clinicalgenome.org/ac/Pediatric/ui/stg2SummaryRpt?doc=AC1026	Adult Actionability Working Group | Pediatric Actionability Working Group
MONDO:0054691	IRF2BP2	HGNC:21729	https://search.clinicalgenome.org/kb/genes/HGNC:21729	immunodeficiency, common variable, 14	https://search.clinicalgenome.org/kb/conditions/MONDO:0054691	Autosomal dominant inheritance					limited evidence (03/16/2021)	https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_025487e5-9447-4c7b-88ad-f650103e09cf-2021-03-16T125403.252Z	Antibody Deficiencies GCEP			
MONDO:0054695	MAP3K20	HGNC:17797	https://search.clinicalgenome.org/kb/genes/HGNC:17797	myopathy, centronuclear, 6, with fiber-type disproportion	https://search.clinicalgenome.org/kb/conditions/MONDO:0054695	Autosomal recessive inheritance					moderate evidence (06/08/2020)	https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_03628749-51d6-437e-9816-1e32852645cf-2020-06-08T141802.817Z	Congenital Myopathies			
MONDO:0054697	CARD11	HGNC:16393	https://search.clinicalgenome.org/kb/genes/HGNC:16393	immunodeficiency 11b with atopic dermatitis	https://search.clinicalgenome.org/kb/conditions/MONDO:0054697	Autosomal dominant inheritance					definitive evidence (03/15/2022)	https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_603e8c98-82b7-41b5-8174-1fdbfc724a7d-2022-03-15T131220.080Z	Antibody Deficiencies GCEP			
MONDO:0054737	GRIP1	HGNC:18708	https://search.clinicalgenome.org/kb/genes/HGNC:18708	Fraser syndrome 1	https://search.clinicalgenome.org/kb/conditions/MONDO:0054737		30 - Gene Associated with Autosomal Recessive Phenotype (07/10/2012)	0 - No Evidence for Haploinsufficiency (07/10/2012)	https://search.clinicalgenome.org/kb/gene-dosage/HGNC:18708	Dosage Working Group						
MONDO:0054743	ALG8	HGNC:23161	https://search.clinicalgenome.org/kb/genes/HGNC:23161	polycystic liver disease 3 with or without kidney cysts	https://search.clinicalgenome.org/kb/conditions/MONDO:0054743	Autosomal dominant inheritance					limited evidence (07/29/2020)	https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_13259bf6-e954-4159-b247-c9685638e537-2020-07-29T160000.000Z	Kidney Cystic and Ciliopathy Disorders			
MONDO:0054748	BRCA1	HGNC:1100	https://search.clinicalgenome.org/kb/genes/HGNC:1100	Fanconi anemia, complementation group S	https://search.clinicalgenome.org/kb/conditions/MONDO:0054748	Autosomal recessive inheritance	3 - Sufficient Evidence for Haploinsufficiency (09/23/2021)	0 - No Evidence for Haploinsufficiency (09/23/2021)	https://search.clinicalgenome.org/kb/gene-dosage/HGNC:1100	Dosage Working Group	definitive evidence (05/14/2020)	https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_aa39798d-9b6e-430d-8bc1-2a01f81f1f72-2020-05-14T003137.538Z	Hereditary Cancer			
MONDO:0054835	SLC6A3	HGNC:11049	https://search.clinicalgenome.org/kb/genes/HGNC:11049	parkinsonism-dystonia, infantile, 1	https://search.clinicalgenome.org/kb/conditions/MONDO:0054835		30 - Gene Associated with Autosomal Recessive Phenotype (08/22/2016)		https://search.clinicalgenome.org/kb/gene-dosage/HGNC:11049	Dosage Working Group						
MONDO:0054842	DNAJB11	HGNC:14889	https://search.clinicalgenome.org/kb/genes/HGNC:14889	polycystic kidney disease 6 with or without polycystic liver disease	https://search.clinicalgenome.org/kb/conditions/MONDO:0054842	Autosomal dominant inheritance					strong evidence (02/26/2021)	https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_dbbe08a1-2f13-445d-9492-d1f070e66c0c-2021-02-26T152748.643Z	Kidney Cystic and Ciliopathy Disorders	Moderate Actionability (11/05/2018)	https://search.clinicalgenome.org/kb/gene-validity/https://actionability.clinicalgenome.org/ac/Adult/ui/stg2SummaryRpt?doc=AC037	Adult Actionability Working Group
MONDO:0054865	DNM1L	HGNC:2973	https://search.clinicalgenome.org/kb/genes/HGNC:2973	encephalopathy due to mitochondrial and peroxisomal fission defect	https://search.clinicalgenome.org/kb/conditions/MONDO:0054865	Autosomal dominant inheritance					definitive evidence (04/15/2022)	https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_320f4ab3-19c3-458e-9e81-0f380cbfebbd-2022-04-15T160000.000Z	Peroxisomal Disorders			
MONDO:0060527	GSTZ1	HGNC:4643	https://search.clinicalgenome.org/kb/genes/HGNC:4643	maleylacetoacetate isomerase deficiency	https://search.clinicalgenome.org/kb/conditions/MONDO:0060527	Autosomal recessive inheritance					moderate evidence (03/22/2019)	https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_8c287e0b-88be-4fbb-82a6-a8c70d430506-2019-03-22T160000.000Z	Aminoacidopathy			
MONDO:0060554	HAAO	HGNC:4796	https://search.clinicalgenome.org/kb/genes/HGNC:4796	vertebral, cardiac, renal, and limb defects syndrome 1	https://search.clinicalgenome.org/kb/conditions/MONDO:0060554	Autosomal recessive inheritance					limited evidence (07/10/2020)	https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_89484d6b-0af1-4b77-9dcb-95c18331e3b7-2020-07-10T160000.000Z	Aminoacidopathy			
MONDO:0060555	KYNU	HGNC:6469	https://search.clinicalgenome.org/kb/genes/HGNC:6469	vertebral, cardiac, renal, and limb defects syndrome 2	https://search.clinicalgenome.org/kb/conditions/MONDO:0060555	Autosomal recessive inheritance					moderate evidence (07/10/2020)	https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_70d2f25f-b3f0-4f1b-b7bf-ad8d3562c959-2020-07-10T160000.000Z	Aminoacidopathy			
MONDO:0060583	ARPC1B	HGNC:704	https://search.clinicalgenome.org/kb/genes/HGNC:704	platelet abnormalities with eosinophilia and immune-mediated inflammatory disease	https://search.clinicalgenome.org/kb/conditions/MONDO:0060583	Autosomal recessive inheritance					definitive evidence (07/22/2020)	https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_13909f11-a592-41cc-ade9-c77a5b49b253-2020-07-22T160000.000Z	Hemostasis Thrombosis			
MONDO:0060592	TWIST1	HGNC:12428	https://search.clinicalgenome.org/kb/genes/HGNC:12428	Sweeney-Cox syndrome	https://search.clinicalgenome.org/kb/conditions/MONDO:0060592	Autosomal dominant inheritance	3 - Sufficient Evidence for Haploinsufficiency (12/16/2020)	0 - No Evidence for Haploinsufficiency (12/16/2020)	https://search.clinicalgenome.org/kb/gene-dosage/HGNC:12428	Dosage Working Group	limited evidence (03/26/2021)	https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_14ba10ad-ebb5-491f-b4d6-639890ab7ab9-2021-03-26T213222.762Z	Craniofacial Malformations			
MONDO:0060650	TUBB4B	HGNC:20771	https://search.clinicalgenome.org/kb/genes/HGNC:20771	Leber congenital amaurosis with early-onset deafness	https://search.clinicalgenome.org/kb/conditions/MONDO:0060650	Autosomal dominant inheritance					moderate evidence (06/26/2018)	https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_3b80d55d-0060-4b1c-849b-648011337400-2018-06-26T160000.000Z	Hearing Loss			
MONDO:0060712	PHIP	HGNC:15673	https://search.clinicalgenome.org/kb/genes/HGNC:15673	developmental delay, intellectual disability, obesity, and dysmorphic features	https://search.clinicalgenome.org/kb/conditions/MONDO:0060712		3 - Sufficient Evidence for Haploinsufficiency (04/13/2022)	0 - No Evidence for Haploinsufficiency (04/13/2022)	https://search.clinicalgenome.org/kb/gene-dosage/HGNC:15673	Dosage Working Group						
MONDO:0100000	MED12	HGNC:11957	https://search.clinicalgenome.org/kb/genes/HGNC:11957	MED12-related intellectual disability syndrome	https://search.clinicalgenome.org/kb/conditions/MONDO:0100000	X-linked inheritance	0 - No Evidence for Haploinsufficiency (08/22/2018)	0 - No Evidence for Haploinsufficiency (08/22/2018)	https://search.clinicalgenome.org/kb/gene-dosage/HGNC:11957	Dosage Working Group	definitive evidence (04/27/2018)	https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_afba0573-9f47-4814-bf3a-ef41f5512dee-2018-04-27T193808.041Z	Intellectual Disability and Autism			
MONDO:0100024	PRRT2	HGNC:30500	https://search.clinicalgenome.org/kb/genes/HGNC:30500	self-limited familial and non-familial infantile seizures	https://search.clinicalgenome.org/kb/conditions/MONDO:0100024		3 - Sufficient Evidence for Haploinsufficiency (12/14/2021)	0 - No Evidence for Haploinsufficiency (12/14/2021)	https://search.clinicalgenome.org/kb/gene-dosage/HGNC:30500	Dosage Working Group						
MONDO:0100038	ANK2	HGNC:493	https://search.clinicalgenome.org/kb/genes/HGNC:493	complex neurodevelopmental disorder	https://search.clinicalgenome.org/kb/conditions/MONDO:0100038	Autosomal dominant inheritance	3 - Sufficient Evidence for Haploinsufficiency (05/22/2019)	0 - No Evidence for Haploinsufficiency (05/22/2019)	https://search.clinicalgenome.org/kb/gene-dosage/HGNC:493	Dosage Working Group	definitive evidence (12/15/2020)	https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_097e646b-467f-4c08-95d6-958ed324562b-2020-12-15T175241.108Z	Intellectual Disability and Autism			
MONDO:0100039	CDKL5	HGNC:11411	https://search.clinicalgenome.org/kb/genes/HGNC:11411	CDKL5 disorder	https://search.clinicalgenome.org/kb/conditions/MONDO:0100039	X-linked inheritance	3 - Sufficient Evidence for Haploinsufficiency (07/12/2012)	0 - No Evidence for Haploinsufficiency (07/12/2012)	https://search.clinicalgenome.org/kb/gene-dosage/HGNC:11411	Dosage Working Group	definitive evidence (07/02/2018)	https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_a80cd86d-b085-4f35-9379-12a53ef367e2-2018-07-02T145731.072Z	Rett and Angelman-like Disorders			
