"gene_symbol","hgnc_id","gene_url","disease_label","mondo_id","disease_url","mode_of_inheritance","dosage_haploinsufficiency_assertion","dosage_triplosensitivity_assertion","dosage_report","dosage_group","gene_disease_validity_assertion_classifications","gene_disease_validity_assertion_reports","gene_disease_validity_gceps","actionability_assertion_classifications","actionability_assertion_reports","actionability_groups"
"SCN10A","HGNC:10582","https://search.clinicalgenome.org/kb/genes/HGNC:10582","Brugada syndrome 1","MONDO:0011001","https://search.clinicalgenome.org/kb/conditions/MONDO:0011001","Autosomal dominant inheritance","","","","","disputing (11/21/2017)","https://search.clinicalgenome.org/kb/gene-validity/CGGCIEX:assertion_10161","Brugada Syndrome","","",""
"SCN11A","HGNC:10583","https://search.clinicalgenome.org/kb/genes/HGNC:10583","autosomal dominant hereditary sensory and autonomic neuropathy","MONDO:0015365","https://search.clinicalgenome.org/kb/conditions/MONDO:0015365","Autosomal dominant inheritance","","","","","definitive evidence (02/25/2022)","https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_abe8c0db-503c-46fa-a2a6-e4d6071219d0-2022-02-25T020007.355Z","Charcot-Marie-Tooth","","",""
"SCN1A","HGNC:10585","https://search.clinicalgenome.org/kb/genes/HGNC:10585","familial hemiplegic migraine","MONDO:0000700","https://search.clinicalgenome.org/kb/conditions/MONDO:0000700","Autosomal dominant inheritance","3 - Sufficient Evidence for Haploinsufficiency (07/06/2012)","0 - No Evidence for Haploinsufficiency (07/06/2012)","https://search.clinicalgenome.org/kb/gene-dosage/HGNC:10585","Dosage Working Group","moderate evidence (09/14/2021)","https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_c8c1e158-983d-4547-a739-7781961e5bb8-2021-09-14T163408.306Z","Epilepsy","","",""
"SCN1A","HGNC:10585","https://search.clinicalgenome.org/kb/genes/HGNC:10585","generalized epilepsy with febrile seizures plus","MONDO:0018214","https://search.clinicalgenome.org/kb/conditions/MONDO:0018214","Autosomal dominant inheritance","3 - Sufficient Evidence for Haploinsufficiency (07/06/2012)","0 - No Evidence for Haploinsufficiency (07/06/2012)","https://search.clinicalgenome.org/kb/gene-dosage/HGNC:10585","Dosage Working Group","definitive evidence (09/06/2019)","https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_5ac39f7a-0743-47b1-8efd-21e0ca836840-2019-09-06T194357.485Z","Epilepsy","","",""
"SCN1A","HGNC:10585","https://search.clinicalgenome.org/kb/genes/HGNC:10585","Dravet syndrome","MONDO:0100135","https://search.clinicalgenome.org/kb/conditions/MONDO:0100135","Autosomal dominant inheritance","3 - Sufficient Evidence for Haploinsufficiency (07/06/2012)","0 - No Evidence for Haploinsufficiency (07/06/2012)","https://search.clinicalgenome.org/kb/gene-dosage/HGNC:10585","Dosage Working Group","definitive evidence (08/20/2019)","https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_60334a15-c73e-42ce-b7d2-4796c2affde4-2019-08-20T160000.000Z","Epilepsy","","",""
"SCN1A","HGNC:10585","https://search.clinicalgenome.org/kb/genes/HGNC:10585","developmental and epileptic encephalopathy","MONDO:0100062","https://search.clinicalgenome.org/kb/conditions/MONDO:0100062","Autosomal dominant inheritance","3 - Sufficient Evidence for Haploinsufficiency (07/06/2012)","0 - No Evidence for Haploinsufficiency (07/06/2012)","https://search.clinicalgenome.org/kb/gene-dosage/HGNC:10585","Dosage Working Group","strong evidence (10/25/2019)","https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_529f9cae-ac00-47d1-94d5-52c98bf6e2a2-2019-10-25T040000.000Z","Epilepsy","","",""
"SCN1A","HGNC:10585","https://search.clinicalgenome.org/kb/genes/HGNC:10585","developmental and epileptic encephalopathy, 6","MONDO:0100079","https://search.clinicalgenome.org/kb/conditions/MONDO:0100079","N/A","3 - Sufficient Evidence for Haploinsufficiency (07/06/2012)","0 - No Evidence for Haploinsufficiency (07/06/2012)","https://search.clinicalgenome.org/kb/gene-dosage/HGNC:10585","Dosage Working Group","","","","","",""
"SCN1B","HGNC:10586","https://search.clinicalgenome.org/kb/genes/HGNC:10586","Brugada syndrome 1","MONDO:0011001","https://search.clinicalgenome.org/kb/conditions/MONDO:0011001","Autosomal dominant inheritance","0 - No Evidence for Haploinsufficiency (09/04/2019)","0 - No Evidence for Haploinsufficiency (09/04/2019)","https://search.clinicalgenome.org/kb/gene-dosage/HGNC:10586","Dosage Working Group","disputing (11/21/2017)","https://search.clinicalgenome.org/kb/gene-validity/CGGCIEX:assertion_10158","Brugada Syndrome","","",""
"SCN1B","HGNC:10586","https://search.clinicalgenome.org/kb/genes/HGNC:10586","generalized epilepsy with febrile seizures plus","MONDO:0018214","https://search.clinicalgenome.org/kb/conditions/MONDO:0018214","Autosomal dominant inheritance","0 - No Evidence for Haploinsufficiency (09/04/2019)","0 - No Evidence for Haploinsufficiency (09/04/2019)","https://search.clinicalgenome.org/kb/gene-dosage/HGNC:10586","Dosage Working Group","moderate evidence (01/04/2022)","https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_91fb4b50-478b-4e3a-ac8a-a5cb7634a492-2022-01-04T211619.605Z","Epilepsy","","",""
"SCN1B","HGNC:10586","https://search.clinicalgenome.org/kb/genes/HGNC:10586","developmental and epileptic encephalopathy","MONDO:0100062","https://search.clinicalgenome.org/kb/conditions/MONDO:0100062","Autosomal recessive inheritance","0 - No Evidence for Haploinsufficiency (09/04/2019)","0 - No Evidence for Haploinsufficiency (09/04/2019)","https://search.clinicalgenome.org/kb/gene-dosage/HGNC:10586","Dosage Working Group","definitive evidence (01/04/2022)","https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_d4c35c20-6e59-46cf-9347-852b80af8dcc-2022-01-04T211051.949Z","Epilepsy","","",""
"SCN2A","HGNC:10588","https://search.clinicalgenome.org/kb/genes/HGNC:10588","complex neurodevelopmental disorder","MONDO:0100038","https://search.clinicalgenome.org/kb/conditions/MONDO:0100038","Autosomal dominant inheritance","3 - Sufficient Evidence for Haploinsufficiency (04/22/2020)","0 - No Evidence for Haploinsufficiency (04/22/2020)","https://search.clinicalgenome.org/kb/gene-dosage/HGNC:10588","Dosage Working Group","definitive evidence (05/07/2019)","https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_2a1b7361-5c9e-4803-844d-ad6606a0acdb-2019-05-07T160000.000Z","Epilepsy","","",""
"SCN2B","HGNC:10589","https://search.clinicalgenome.org/kb/genes/HGNC:10589","Brugada syndrome 1","MONDO:0011001","https://search.clinicalgenome.org/kb/conditions/MONDO:0011001","Autosomal dominant inheritance","","","","","disputing (11/21/2017)","https://search.clinicalgenome.org/kb/gene-validity/CGGCIEX:assertion_10159","Brugada Syndrome","","",""
"SCN3A","HGNC:10590","https://search.clinicalgenome.org/kb/genes/HGNC:10590","developmental and epileptic encephalopathy","MONDO:0100062","https://search.clinicalgenome.org/kb/conditions/MONDO:0100062","Autosomal dominant inheritance","","","","","definitive evidence (05/09/2022)","https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_b9750183-c66c-4dd8-855e-9509fc9c25c6-2022-05-09T233102.697Z","Epilepsy","","",""
"SCN3B","HGNC:20665","https://search.clinicalgenome.org/kb/genes/HGNC:20665","Brugada syndrome 1","MONDO:0011001","https://search.clinicalgenome.org/kb/conditions/MONDO:0011001","Autosomal dominant inheritance","","","","","disputing (11/21/2017)","https://search.clinicalgenome.org/kb/gene-validity/CGGCIEX:assertion_10160","Brugada Syndrome","","",""
"SCN4A","HGNC:10591","https://search.clinicalgenome.org/kb/genes/HGNC:10591","SCN4A-related myopathy, autosomal recessive","MONDO:0100121","https://search.clinicalgenome.org/kb/conditions/MONDO:0100121","Autosomal recessive inheritance","","","","","definitive evidence (05/13/2021)","https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_f71b22d2-1ee8-46f6-9488-a86588edd7d3-2021-05-13T160000.000Z","Congenital Myopathies","","",""
"SCN4B","HGNC:10592","https://search.clinicalgenome.org/kb/genes/HGNC:10592","long QT syndrome","MONDO:0002442","https://search.clinicalgenome.org/kb/conditions/MONDO:0002442","Autosomal dominant inheritance","","","","","disputing (09/25/2018)","https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_0e276096-21ab-42bc-866a-b1b4dcb01753-2018-09-25T160000.000Z","Long QT Syndrome","","",""
"SCN5A","HGNC:10593","https://search.clinicalgenome.org/kb/genes/HGNC:10593","arrhythmogenic right ventricular cardiomyopathy","MONDO:0016587","https://search.clinicalgenome.org/kb/conditions/MONDO:0016587","Autosomal dominant inheritance","3 - Sufficient Evidence for Haploinsufficiency (06/08/2021)","0 - No Evidence for Haploinsufficiency (06/08/2021)","https://search.clinicalgenome.org/kb/gene-dosage/HGNC:10593","Dosage Working Group","limited evidence (06/06/2019)","https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_3c1cdce2-c8de-442d-b0c4-5936919b310f-2019-06-06T160000.000Z","Arrhythmogenic Right Ventricular Cardiomyopathy","","",""
"SCN5A","HGNC:10593","https://search.clinicalgenome.org/kb/genes/HGNC:10593","Brugada syndrome","MONDO:0015263","https://search.clinicalgenome.org/kb/conditions/MONDO:0015263","Autosomal dominant inheritance","3 - Sufficient Evidence for Haploinsufficiency (06/08/2021)","0 - No Evidence for Haploinsufficiency (06/08/2021)","https://search.clinicalgenome.org/kb/gene-dosage/HGNC:10593","Dosage Working Group","definitive evidence (11/21/2017)","https://search.clinicalgenome.org/kb/gene-validity/CGGCIEX:assertion_10165","Brugada Syndrome","Strong Actionability (10/10/2019) | Strong Actionability (10/10/2019)","https://search.clinicalgenome.org/kb/gene-validity/https://actionability.clinicalgenome.org/ac/Adult/ui/stg2SummaryRpt?doc=AC040 | https://search.clinicalgenome.org/kb/gene-validity/https://actionability.clinicalgenome.org/ac/Pediatric/ui/stg2SummaryRpt?doc=AC040","Adult Actionability Working Group | Pediatric Actionability Working Group"
"SCN5A","HGNC:10593","https://search.clinicalgenome.org/kb/genes/HGNC:10593","dilated cardiomyopathy","MONDO:0005021","https://search.clinicalgenome.org/kb/conditions/MONDO:0005021","Autosomal dominant inheritance","3 - Sufficient Evidence for Haploinsufficiency (06/08/2021)","0 - No Evidence for Haploinsufficiency (06/08/2021)","https://search.clinicalgenome.org/kb/gene-dosage/HGNC:10593","Dosage Working Group","definitive evidence (11/06/2020)","https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_53c90d2e-4d40-48ab-8761-b0158102c977-2020-11-06T181622.881Z","Dilated Cardiomyopathy","","",""
"SCN5A","HGNC:10593","https://search.clinicalgenome.org/kb/genes/HGNC:10593","familial long QT syndrome","MONDO:0019171","https://search.clinicalgenome.org/kb/conditions/MONDO:0019171","Autosomal dominant inheritance","3 - Sufficient Evidence for Haploinsufficiency (06/08/2021)","0 - No Evidence for Haploinsufficiency (06/08/2021)","https://search.clinicalgenome.org/kb/gene-dosage/HGNC:10593","Dosage Working Group","definitive evidence (09/25/2018)","https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_ab19e69c-50fb-41e3-8adf-4d27617f3d55-2018-09-25T160000.000Z","Long QT Syndrome","Strong Actionability (08/28/2019) | Strong Actionability (08/28/2019)","https://search.clinicalgenome.org/kb/gene-validity/https://actionability.clinicalgenome.org/ac/Adult/ui/stg2SummaryRpt?doc=AC131 | https://search.clinicalgenome.org/kb/gene-validity/https://actionability.clinicalgenome.org/ac/Pediatric/ui/stg2SummaryRpt?doc=AC131","Adult Actionability Working Group | Pediatric Actionability Working Group"
"SCN5A","HGNC:10593","https://search.clinicalgenome.org/kb/genes/HGNC:10593","catecholaminergic polymorphic ventricular tachycardia","MONDO:0017990","https://search.clinicalgenome.org/kb/conditions/MONDO:0017990","Autosomal dominant inheritance","3 - Sufficient Evidence for Haploinsufficiency (06/08/2021)","0 - No Evidence for Haploinsufficiency (06/08/2021)","https://search.clinicalgenome.org/kb/gene-dosage/HGNC:10593","Dosage Working Group","disputing (01/20/2021)","https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_caef7504-ac08-43d4-8512-86f344a888a6-2021-01-20T170000.000Z","Catecholaminergic Polymorphic Ventricular Tachycardia","","",""
"SCN5A","HGNC:10593","https://search.clinicalgenome.org/kb/genes/HGNC:10593","short QT syndrome","MONDO:0000453","https://search.clinicalgenome.org/kb/conditions/MONDO:0000453","Autosomal dominant inheritance","3 - Sufficient Evidence for Haploinsufficiency (06/08/2021)","0 - No Evidence for Haploinsufficiency (06/08/2021)","https://search.clinicalgenome.org/kb/gene-dosage/HGNC:10593","Dosage Working Group","disputing (10/27/2020)","https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_c89660b5-d048-48fb-9d35-6f78f8c2ff01-2020-10-27T160000.000Z","Short QT Syndrome","","",""
"SCN5A","HGNC:10593","https://search.clinicalgenome.org/kb/genes/HGNC:10593","Brugada syndrome 1","MONDO:0011001","https://search.clinicalgenome.org/kb/conditions/MONDO:0011001","N/A","3 - Sufficient Evidence for Haploinsufficiency (06/08/2021)","0 - No Evidence for Haploinsufficiency (06/08/2021)","https://search.clinicalgenome.org/kb/gene-dosage/HGNC:10593","Dosage Working Group","","","","Strong Actionability (10/10/2019) | Strong Actionability (10/10/2019)","https://search.clinicalgenome.org/kb/gene-validity/https://actionability.clinicalgenome.org/ac/Adult/ui/stg2SummaryRpt?doc=AC040 | https://search.clinicalgenome.org/kb/gene-validity/https://actionability.clinicalgenome.org/ac/Pediatric/ui/stg2SummaryRpt?doc=AC040","Adult Actionability Working Group | Pediatric Actionability Working Group"
"SCN5A","HGNC:10593","https://search.clinicalgenome.org/kb/genes/HGNC:10593","long QT syndrome","MONDO:0002442","https://search.clinicalgenome.org/kb/conditions/MONDO:0002442","N/A","3 - Sufficient Evidence for Haploinsufficiency (06/08/2021)","0 - No Evidence for Haploinsufficiency (06/08/2021)","https://search.clinicalgenome.org/kb/gene-dosage/HGNC:10593","Dosage Working Group","","","","Strong Actionability (08/28/2019) | Strong Actionability (08/28/2019)","https://search.clinicalgenome.org/kb/gene-validity/https://actionability.clinicalgenome.org/ac/Adult/ui/stg2SummaryRpt?doc=AC131 | https://search.clinicalgenome.org/kb/gene-validity/https://actionability.clinicalgenome.org/ac/Pediatric/ui/stg2SummaryRpt?doc=AC131","Adult Actionability Working Group | Pediatric Actionability Working Group"
"SCN5A","HGNC:10593","https://search.clinicalgenome.org/kb/genes/HGNC:10593","long QT syndrome 3","MONDO:0011377","https://search.clinicalgenome.org/kb/conditions/MONDO:0011377","N/A","3 - Sufficient Evidence for Haploinsufficiency (06/08/2021)","0 - No Evidence for Haploinsufficiency (06/08/2021)","https://search.clinicalgenome.org/kb/gene-dosage/HGNC:10593","Dosage Working Group","","","","Strong Actionability (08/28/2019) | Strong Actionability (08/28/2019)","https://search.clinicalgenome.org/kb/gene-validity/https://actionability.clinicalgenome.org/ac/Adult/ui/stg2SummaryRpt?doc=AC131 | https://search.clinicalgenome.org/kb/gene-validity/https://actionability.clinicalgenome.org/ac/Pediatric/ui/stg2SummaryRpt?doc=AC131","Adult Actionability Working Group | Pediatric Actionability Working Group"
"SCN8A","HGNC:10596","https://search.clinicalgenome.org/kb/genes/HGNC:10596","complex neurodevelopmental disorder","MONDO:0100038","https://search.clinicalgenome.org/kb/conditions/MONDO:0100038","Autosomal dominant inheritance","0 - No Evidence for Haploinsufficiency (04/11/2013)","0 - No Evidence for Haploinsufficiency (04/11/2013)","https://search.clinicalgenome.org/kb/gene-dosage/HGNC:10596","Dosage Working Group","definitive evidence (07/18/2018)","https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_f52993aa-ddee-483d-b15e-dbf21608d5a9-2018-07-18T125000.560Z","Epilepsy","","",""
"SCN8A","HGNC:10596","https://search.clinicalgenome.org/kb/genes/HGNC:10596","cognitive impairment with or without cerebellar ataxia","MONDO:0013680","https://search.clinicalgenome.org/kb/conditions/MONDO:0013680","N/A","0 - No Evidence for Haploinsufficiency (04/11/2013)","0 - No Evidence for Haploinsufficiency (04/11/2013)","https://search.clinicalgenome.org/kb/gene-dosage/HGNC:10596","Dosage Working Group","","","","","",""
"SCN9A","HGNC:10597","https://search.clinicalgenome.org/kb/genes/HGNC:10597","epilepsy","MONDO:0005027","https://search.clinicalgenome.org/kb/conditions/MONDO:0005027","Autosomal dominant inheritance","","","","","refuting evidence (03/09/2021)","https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_72a91ef6-e052-44a4-b14e-6a5ba93393ff-2021-03-09T163649.218Z","Epilepsy","","",""
"SCNN1A","HGNC:10599","https://search.clinicalgenome.org/kb/genes/HGNC:10599","autosomal recessive pseudohypoaldosteronism type 1","MONDO:0009917","https://search.clinicalgenome.org/kb/conditions/MONDO:0009917","Autosomal recessive inheritance","","","","","strong evidence (11/18/2021)","https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_38f18fef-1443-4005-a358-31f7d3a96ee0-2021-11-18T013000.000Z","Tubulopathy","","",""
"SCNN1G","HGNC:10602","https://search.clinicalgenome.org/kb/genes/HGNC:10602","Liddle syndrome","MONDO:0008323","https://search.clinicalgenome.org/kb/conditions/MONDO:0008323","Autosomal dominant inheritance","","","","","definitive evidence (06/17/2021)","https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_60ce148e-eb8b-49c4-adec-ae98071f9cc2-2021-06-17T023000.000Z","Tubulopathy","","",""
