drug_name,drug_id,ind_name,ind_id,NCT,status,phase,DetailedStatus,drug_name_lower
Fenofibrate,DB01039,Coronary Arteriosclerosis,C0010054,NCT01030328,Terminated,Phase 3,Lack of patient population,fenofibrate
Atorvastatin,DB01076,Coronary Arteriosclerosis,C0010054,NCT01030328,Terminated,Phase 3,Lack of patient population,atorvastatin
Rifampicin,DB01045,"Diabetes Mellitus, Non-Insulin-Dependent",C0011860,NCT01068756,Terminated,Phase 1,,rifampicin
Sildenafil,DB00203,Persistent Fetal Circulation Syndrome,C0031190,NCT01069861,Terminated,Phase 2,See termination reason in detailed description.,sildenafil
Sildenafil,DB00203,Hypoxic respiratory failure,C3805211,NCT01069861,Terminated,Phase 2,See termination reason in detailed description.,sildenafil
Ibuprofen,DB01050,Patent ductus arteriosus,C0013274,NCT01070745,Withdrawn,Phase 2,Changes in approach to PDA therapy,ibuprofen
Simvastatin,DB00641,Cystic Fibrosis,C0010674,NCT01092572,Withdrawn,Phase 1/Phase 2,Lack of funding,simvastatin
Voriconazole,DB00582,Candidiasis,C0006840,NCT01092832,Terminated,Phase 3,"This protocol terminated prematurely on July 8, 2013 due to slow enrollment, not because of    any safety issues or concerns.",voriconazole
Venlafaxine,DB00285,Depressive disorder,C0011581,NCT01114698,Terminated,Phase 2,Study was terminated due to sponsor portfolio decision.,venlafaxine
Cisplatin,DB00515,Carcinomatosis of peritoneal cavity,C0346990,NCT01116791,Terminated,Phase 2,Insufficient enrollment in Pancreatic & Biliary arm,cisplatin
Cisplatin,DB00515,Malignant neoplasm of gastrointestinal tract,C0685938,NCT01116791,Terminated,Phase 2,Insufficient enrollment in Pancreatic & Biliary arm,cisplatin
Cisplatin,DB00515,Mesothelioma malignant advanced,C0278752,NCT01105390,Withdrawn,Phase 2,withdrawn,cisplatin
Pemetrexed,DB00642,Mesothelioma malignant advanced,C0278752,NCT01105390,Withdrawn,Phase 2,withdrawn,pemetrexed
Cisplatin,DB00515,"Epithelioid mesothelioma, malignant",C0862312,NCT01105390,Withdrawn,Phase 2,withdrawn,cisplatin
Pemetrexed,DB00642,"Epithelioid mesothelioma, malignant",C0862312,NCT01105390,Withdrawn,Phase 2,withdrawn,pemetrexed
Cisplatin,DB00515,Mesothelioma malignant recurrent,C0278753,NCT01105390,Withdrawn,Phase 2,withdrawn,cisplatin
Pemetrexed,DB00642,Mesothelioma malignant recurrent,C0278753,NCT01105390,Withdrawn,Phase 2,withdrawn,pemetrexed
Cisplatin,DB00515,Sarcomatoid Mesothelioma,C0334513,NCT01105390,Withdrawn,Phase 2,withdrawn,cisplatin
Pemetrexed,DB00642,Sarcomatoid Mesothelioma,C0334513,NCT01105390,Withdrawn,Phase 2,withdrawn,pemetrexed
Ziprasidone,DB00246,Bipolar Disorder,C0005586,NCT01113541,Terminated,Phase 3,See termination reason in detailed description.,ziprasidone
Lovastatin,DB00227,Smith-Lemli-Opitz Syndrome,C0175694,NCT01110642,Withdrawn,Phase 2,Study was withdrawn due to lack of eligible population for study,lovastatin
Lovastatin,DB00227,"Chondrodysplasia punctata, X-linked dominant type",C0282102,NCT01110642,Withdrawn,Phase 2,Study was withdrawn due to lack of eligible population for study,lovastatin
Omeprazole,DB00338,Infection caused by Helicobacter pylori,C0850666,NCT01109381,Terminated,Phase 1/Phase 2,Poor efficacy (2 of 31 completing participants with H.pylori eradication),omeprazole
Gemcitabine,DB00441,Colorectal cancer metastatic,C0948380,NCT01109615,Terminated,Phase 2,Lacking effect of treatment,gemcitabine
Pemetrexed,DB00642,Colorectal cancer metastatic,C0948380,NCT01109615,Terminated,Phase 2,Lacking effect of treatment,pemetrexed
Erythromycin,DB00199,Gastroparesis,C0152020,NCT01117376,Terminated,Phase 2,The study was prematurely terminated because of unavailibility of Methylnaltrexone in the    region,erythromycin
Naltrexone,DB00704,Gastroparesis,C0152020,NCT01117376,Terminated,Phase 2,The study was prematurely terminated because of unavailibility of Methylnaltrexone in the    region,naltrexone
Methylnaltrexone,DB06800,Gastroparesis,C0152020,NCT01117376,Terminated,Phase 2,The study was prematurely terminated because of unavailibility of Methylnaltrexone in the    region,methylnaltrexone
Bevacizumab,DB00112,Colorectal Carcinoma,C0009402,NCT01126866,Terminated,Phase 2,recruiting inadequate,bevacizumab
Edetic Acid,DB00974,Acetaminophen overdose,C0572025,NCT01118663,Terminated,Phase 3,,edetic acid
Acetylcysteine,DB06151,Acetaminophen overdose,C0572025,NCT01118663,Terminated,Phase 3,,acetylcysteine
Lapatinib,DB01259,Neoplasm Metastasis,C0027627,NCT01118975,Terminated,Phase 1/Phase 2,Lost sponsorship for study drug,lapatinib
Vorinostat,DB02546,Neoplasm Metastasis,C0027627,NCT01118975,Terminated,Phase 1/Phase 2,Lost sponsorship for study drug,vorinostat
Goserelin,DB00014,HER2/Neu Negative,C2348908,NCT01149356,Terminated,Phase 1,Manufacturer discontinued drug development.,goserelin
Exemestane,DB00990,HER2/Neu Negative,C2348908,NCT01149356,Terminated,Phase 1,Manufacturer discontinued drug development.,exemestane
Goserelin,DB00014,Carcinoma of Male Breast,C0238033,NCT01149356,Terminated,Phase 1,Manufacturer discontinued drug development.,goserelin
Exemestane,DB00990,Carcinoma of Male Breast,C0238033,NCT01149356,Terminated,Phase 1,Manufacturer discontinued drug development.,exemestane
Dextroamphetamine,DB01576,Depressive disorder,C0011581,NCT01131559,Terminated,Phase 3,Sponsor halted study.,dextroamphetamine
Carboplatin,DB00958,Cholangiocarcinoma,C0206698,NCT01151761,Terminated,Phase 2,"Poor accrual, lack of enthusiasm from referring physicians, unusual outcomes regarding 2    patients",carboplatin
Carboplatin,DB00958,Hepatobiliary neoplasm,C0854196,NCT01151761,Terminated,Phase 2,"Poor accrual, lack of enthusiasm from referring physicians, unusual outcomes regarding 2    patients",carboplatin
Amitriptyline,DB00321,Transformed migraine,C1960870,NCT01151787,Terminated,Phase 3,Study was never initiated under new location/provider group. Contract to continue was never    signed between TEVA and Kennedy Headache Center,amitriptyline
Cyclobenzaprine,DB00924,Transformed migraine,C1960870,NCT01151787,Terminated,Phase 3,Study was never initiated under new location/provider group. Contract to continue was never    signed between TEVA and Kennedy Headache Center,cyclobenzaprine
Aminolevulinic acid,DB00855,adult anaplastic astrocytoma,C0280483,NCT01148966,Terminated,Phase 1/Phase 2,,aminolevulinic acid
Aminolevulinic acid,DB00855,adult anaplastic oligodendroglioma,C0280790,NCT01148966,Terminated,Phase 1/Phase 2,,aminolevulinic acid
Aminolevulinic acid,DB00855,adult giant cell glioblastoma,C1541316,NCT01148966,Terminated,Phase 1/Phase 2,,aminolevulinic acid
Aminolevulinic acid,DB00855,adult glioblastoma,C0278878,NCT01148966,Terminated,Phase 1/Phase 2,,aminolevulinic acid
Aminolevulinic acid,DB00855,adult gliosarcoma,C1541317,NCT01148966,Terminated,Phase 1/Phase 2,,aminolevulinic acid
Aminolevulinic acid,DB00855,Adult Mixed Glioma,C3900099,NCT01148966,Terminated,Phase 1/Phase 2,,aminolevulinic acid
Aminolevulinic acid,DB00855,recurrent adult brain tumor,C0278786,NCT01148966,Terminated,Phase 1/Phase 2,,aminolevulinic acid
Vitamin C,DB00126,Adenocarcinoma,C0001418,NCT01125449,Suspended,Phase 2,Awaiting response from FDA as to status of parenteral ascorbic acid manufactured by Bioniche    (Ireland).,vitamin c
Vitamin C,DB00126,Carcinoma,C0007097,NCT01125449,Suspended,Phase 2,Awaiting response from FDA as to status of parenteral ascorbic acid manufactured by Bioniche    (Ireland).,vitamin c
Vitamin C,DB00126,Multiple Myeloma,C0026764,NCT01125449,Suspended,Phase 2,Awaiting response from FDA as to status of parenteral ascorbic acid manufactured by Bioniche    (Ireland).,vitamin c
Vitamin C,DB00126,Desmoplastic Small Round Cell Tumor,C0281508,NCT01125449,Suspended,Phase 2,Awaiting response from FDA as to status of parenteral ascorbic acid manufactured by Bioniche    (Ireland).,vitamin c
Atorvastatin,DB01076,Acute Coronary Syndrome,C0948089,NCT01187992,Terminated,Phase 3,Interim analysis showed significant effect in favour of full-dose atorvastatin.,atorvastatin
Tolbutamide,DB01124,Advanced cancer,C0877373,NCT01185548,Terminated,Phase 1,Terminated based on safety results from another trial,tolbutamide
Lidocaine,DB00281,Pain,C0030193,NCT01155986,Terminated,Phase 2,Trial was stopped due to difficult enrolment,lidocaine
Lidocaine,DB00281,Chronic pain,C0150055,NCT01155986,Terminated,Phase 2,Trial was stopped due to difficult enrolment,lidocaine
Peginterferon alfa-2a,DB00008,Hepatitis C,C0019196,NCT01153919,Suspended,Phase 2,Interim analysis,peginterferon alfa-2a
Ribavirin,DB00811,Hepatitis C,C0019196,NCT01153919,Suspended,Phase 2,Interim analysis,ribavirin
Docetaxel,DB01248,Urologic Neoplasms,C0042076,NCT01155791,Terminated,Phase 1,,docetaxel
Anidulafungin,DB00362,Aspergillosis,C0004030,NCT01188759,Withdrawn,Phase 3,,anidulafungin
Voriconazole,DB00582,Aspergillosis,C0004030,NCT01188759,Withdrawn,Phase 3,,voriconazole
Anidulafungin,DB00362,Invasive Pulmonary Aspergillosis,C0276653,NCT01188759,Withdrawn,Phase 3,,anidulafungin
Anidulafungin,DB00362,Neuroaspergillosis,C0752342,NCT01188759,Withdrawn,Phase 3,,anidulafungin
Voriconazole,DB00582,Neuroaspergillosis,C0752342,NCT01188759,Withdrawn,Phase 3,,voriconazole
Cisplatin,DB00515,Small cell carcinoma of lung,C0149925,NCT01187615,Terminated,Phase 1,,cisplatin
Pemetrexed,DB00642,Small cell carcinoma of lung,C0149925,NCT01187615,Terminated,Phase 1,,pemetrexed
Rasagiline,DB01367,Progressive supranuclear palsy,C0038868,NCT01187888,Terminated,Phase 3,IMP used off label by phys. in pat. with PSP. Thus no more eligible patients were available    for the study(pre-treatm.with Rasagiline=exclusion criterion,rasagiline
Nicardipine,DB00622,Cerebral Hemorrhage,C2937358,NCT01176565,Suspended,Phase 3,Pre-planned interim analysis.,nicardipine
Celecoxib,DB00482,Malignant neoplasm of ovary,C1140680,NCT01175772,Terminated,Phase 2,Due to change in the national policy of medications,celecoxib
Methotrexate,DB00563,Malignant neoplasm of ovary,C1140680,NCT01175772,Terminated,Phase 2,Due to change in the national policy of medications,methotrexate
Methotrexate,DB00563,"Neoplasm, Residual",C0242596,NCT01158885,Terminated,Phase 2,Study terminated for lack of accrual.,methotrexate
Clofarabine,DB00631,"Neoplasm, Residual",C0242596,NCT01158885,Terminated,Phase 2,Study terminated for lack of accrual.,clofarabine
Cytarabine,DB00987,"Neoplasm, Residual",C0242596,NCT01158885,Terminated,Phase 2,Study terminated for lack of accrual.,cytarabine
Cisplatin,DB00515,Squamous cell carcinoma,C0007137,NCT01161498,Terminated,Phase 3,The changing aetiology of squamous cell carcinoma of the head and neck (SCCHN).,cisplatin
Cisplatin,DB00515,Malignant neoplasm of lung,C0242379,NCT01160731,Withdrawn,Phase 1,,cisplatin
Etoposide,DB00773,Malignant neoplasm of lung,C0242379,NCT01160731,Withdrawn,Phase 1,,etoposide
Panobinostat,DB06603,Malignant neoplasm of lung,C0242379,NCT01160731,Withdrawn,Phase 1,,panobinostat
Aldesleukin,DB00041,Metastatic melanoma,C0278883,NCT01160445,Terminated,Phase 2,The study was terminated because we were not able to obtain the study drug.,aldesleukin
Aldesleukin,DB00041,Renal cancer metastatic,C0919976,NCT01160445,Terminated,Phase 2,The study was terminated because we were not able to obtain the study drug.,aldesleukin
Pioglitazone,DB01132,Endometriosis,C0014175,NCT01184144,Withdrawn,Phase 2/Phase 3,,pioglitazone
Pegaspargase,DB00059,"Leukemia, Lymphocytic, Acute, L1",C0023452,NCT01186328,Terminated,Phase 1,The company (Enzon Pharmaceuticals)providing the drug EZN-3042 decided to end its development    of EZN-3042.,pegaspargase
Vincristine,DB00541,"Leukemia, Lymphocytic, Acute, L1",C0023452,NCT01186328,Terminated,Phase 1,The company (Enzon Pharmaceuticals)providing the drug EZN-3042 decided to end its development    of EZN-3042.,vincristine
Methotrexate,DB00563,"Leukemia, Lymphocytic, Acute, L1",C0023452,NCT01186328,Terminated,Phase 1,The company (Enzon Pharmaceuticals)providing the drug EZN-3042 decided to end its development    of EZN-3042.,methotrexate
Prednisone,DB00635,"Leukemia, Lymphocytic, Acute, L1",C0023452,NCT01186328,Terminated,Phase 1,The company (Enzon Pharmaceuticals)providing the drug EZN-3042 decided to end its development    of EZN-3042.,prednisone
Alefacept,DB00092,"transplant; failure, kidney",C1404117,NCT01163799,Terminated,Phase 1,"Noted increased risks, greater than expected for standard of care therapy.",alefacept
Sirolimus,DB00877,Mucosal Melanoma,C3898222,NCT01166126,Terminated,Phase 2,,sirolimus
Everolimus,DB01590,Mucosal Melanoma,C3898222,NCT01166126,Terminated,Phase 2,,everolimus
Sirolimus,DB00877,Melanoma recurrent,C0278884,NCT01166126,Terminated,Phase 2,,sirolimus
Everolimus,DB01590,Melanoma recurrent,C0278884,NCT01166126,Terminated,Phase 2,,everolimus
Zoledronic acid,DB00399,Multiple Sclerosis,C0026769,NCT01166178,Terminated,Phase 3,,zoledronic acid
Oxaliplatin,DB00526,Colorectal Carcinoma,C0009402,NCT01157039,Withdrawn,Phase 2,abandoned,oxaliplatin
Oxaliplatin,DB00526,Malignant tumor of colon,C0007102,NCT01157039,Withdrawn,Phase 2,abandoned,oxaliplatin
Clomifene,DB00882,Hypogonadotropic hypogonadism,C0271623,NCT01155518,Terminated,Phase 2,lack of funding,clomifene
Methyltestosterone,DB06710,Hypogonadotropic hypogonadism,C0271623,NCT01155518,Terminated,Phase 2,lack of funding,methyltestosterone
Pramlintide,DB01278,Diabetes Mellitus,C0011849,NCT01165944,Withdrawn,Phase 1/Phase 2,,pramlintide
Bortezomib,DB00188,leukemia,C0023418,NCT01162031,Withdrawn,Phase 2,Low accrual,bortezomib
Teriparatide,DB06285,Post-surgical hypoparathyroidism,C0342341,NCT01171690,Terminated,Phase 2,Funding problems,teriparatide
Valproic Acid,DB00313,"unspecified childhood solid tumor, protocol specific",C0279002,NCT01204450,Terminated,Phase 1,Funding has become unavailable,valproic acid
Sirolimus,DB00877,"unspecified childhood solid tumor, protocol specific",C0279002,NCT01204450,Terminated,Phase 1,Funding has become unavailable,sirolimus
Everolimus,DB01590,"unspecified childhood solid tumor, protocol specific",C0279002,NCT01204450,Terminated,Phase 1,Funding has become unavailable,everolimus
Valproic Acid,DB00313,Neuroblastoma,C0027819,NCT01204450,Terminated,Phase 1,Funding has become unavailable,valproic acid
Sirolimus,DB00877,Neuroblastoma,C0027819,NCT01204450,Terminated,Phase 1,Funding has become unavailable,sirolimus
Everolimus,DB01590,Neuroblastoma,C0027819,NCT01204450,Terminated,Phase 1,Funding has become unavailable,everolimus
Miltefosine,DB09031,Chronic urticaria,C0263338,NCT01170949,Terminated,Phase 2,Study medication expired,miltefosine
Gemcitabine,DB00441,Biliary Tract Cancer,C0750952,NCT01171755,Terminated,Phase 2,The objective response rate by more than two people are confirmed.,gemcitabine
Arsenic trioxide,DB01169,Endometrial Carcinoma,C0476089,NCT01184053,Terminated,Phase 2,Accrual was very low. No subject had been enrolled in a year.,arsenic trioxide
Carboplatin,DB00958,Non-Small Cell Lung Carcinoma,C0007131,NCT01184287,Withdrawn,Phase 2,Program discontinued,carboplatin
Latanoprost,DB00654,"Glaucoma, Primary Open Angle",C0339573,NCT01180062,Terminated,Phase 1,"Study terminated early due to manufacturer not replenishing study site supply of inserts,    despite repeated requests for more inserts.",latanoprost
Mesalazine,DB00244,Proctitis,C0033246,NCT01172444,Terminated,Phase 3,Enrollment difficulties,mesalazine
Sirolimus,DB00877,Brain Stem Neoplasms,C0677866,NCT01182883,Withdrawn,Phase 1,,sirolimus
Everolimus,DB01590,Brain Stem Neoplasms,C0677866,NCT01182883,Withdrawn,Phase 1,,everolimus
Cyclophosphamide,DB00531,secondary acute myeloid leukemia,C0280449,NCT01203228,Terminated,Phase 3,,cyclophosphamide
Busulfan,DB01008,secondary acute myeloid leukemia,C0280449,NCT01203228,Terminated,Phase 3,,busulfan
Bevacizumab,DB00112,adult anaplastic astrocytoma,C0280483,NCT01189240,Terminated,Phase 1/Phase 2,Company decided to stop development of drug - 7/31/12,bevacizumab
Bevacizumab,DB00112,adult anaplastic oligodendroglioma,C0280790,NCT01189240,Terminated,Phase 1/Phase 2,Company decided to stop development of drug - 7/31/12,bevacizumab
Bevacizumab,DB00112,adult giant cell glioblastoma,C1541316,NCT01189240,Terminated,Phase 1/Phase 2,Company decided to stop development of drug - 7/31/12,bevacizumab
Bevacizumab,DB00112,adult glioblastoma,C0278878,NCT01189240,Terminated,Phase 1/Phase 2,Company decided to stop development of drug - 7/31/12,bevacizumab
Bevacizumab,DB00112,adult gliosarcoma,C1541317,NCT01189240,Terminated,Phase 1/Phase 2,Company decided to stop development of drug - 7/31/12,bevacizumab
Bevacizumab,DB00112,recurrent adult brain tumor,C0278786,NCT01189240,Terminated,Phase 1/Phase 2,Company decided to stop development of drug - 7/31/12,bevacizumab
Sunitinib,DB01268,Neuroendocrine Tumors,C0206754,NCT01215578,Terminated,Phase 2,lack of recruitement,sunitinib
Sunitinib,DB01268,advanced disease,C0679246,NCT01215578,Terminated,Phase 2,lack of recruitement,sunitinib
Cisplatin,DB00515,Malignant neoplasm of lung,C0242379,NCT01222572,Terminated,Phase 1/Phase 2,Slow accrual due to restrictive eligibility criteria,cisplatin
